BECvar_site,BECvar_seed,HTp_pred
BGxh2,BWBSmw,0.7284
BGxh2,BWBSvk,0.5044
BGxh2,BWBSwk1,0.6738
BGxh2,BWBSwk2,0.6620
BGxh2,BWBSwk3,0.5775
BGxh2,CDFmm,0.7797
BGxh2,CMAun,0.3458
BGxh2,CMAunp,0.4074
BGxh2,CMAwh,0.3696
BGxh2,CWHdm,0.6520
BGxh2,CWHds1,0.6916
BGxh2,CWHds2,0.7228
BGxh2,CWHmm1,0.5935
BGxh2,CWHmm2,0.5646
BGxh2,CWHms1,0.6060
BGxh2,CWHms2,0.5845
BGxh2,CWHun,0.7286
BGxh2,CWHvh1,0.5311
BGxh2,CWHvh2,0.4832
BGxh2,CWHvh3,0.5064
BGxh2,CWHvm1,0.5320
BGxh2,CWHvm2,0.4809
BGxh2,CWHwh1,0.5814
BGxh2,CWHwh2,0.4781
BGxh2,CWHwm,0.5318
BGxh2,CWHws1,0.6430
BGxh2,CWHws2,0.5764
BGxh2,CWHxm1,0.7262
BGxh2,CWHxm2,0.6438
BGxh2,ESSFdc1,0.6262
BGxh2,ESSFdc2,0.6675
BGxh2,ESSFdc3,0.6894
BGxh2,ESSFdcp,0.5497
BGxh2,ESSFdcw,0.5743
BGxh2,ESSFdk1,0.6071
BGxh2,ESSFdk2,0.5788
BGxh2,ESSFdkp,0.4776
BGxh2,ESSFdkw,0.5182
BGxh2,ESSFdv1,0.6344
BGxh2,ESSFdv2,0.5979
BGxh2,ESSFdvp,0.5159
BGxh2,ESSFdvw,0.5597
BGxh2,ESSFmc,0.5885
BGxh2,ESSFmcp,0.4718
BGxh2,ESSFmh,0.6798
BGxh2,ESSFmk,0.5715
BGxh2,ESSFmkp,0.4898
BGxh2,ESSFmm1,0.5388
BGxh2,ESSFmm2,0.5410
BGxh2,ESSFmmp,0.4770
BGxh2,ESSFmmw,0.5399
BGxh2,ESSFmv1,0.6844
BGxh2,ESSFmv2,0.5697
BGxh2,ESSFmv3,0.5833
BGxh2,ESSFmv4,0.5894
BGxh2,ESSFmvp,0.5092
BGxh2,ESSFmw,0.5970
BGxh2,ESSFmw1,0.6142
BGxh2,ESSFmw2,0.6412
BGxh2,ESSFmwp,0.5222
BGxh2,ESSFmww,0.5792
BGxh2,ESSFun,0.4876
BGxh2,ESSFunp,0.4328
BGxh2,ESSFvc,0.5416
BGxh2,ESSFvcp,0.4487
BGxh2,ESSFvcw,0.4888
BGxh2,ESSFwc2,0.5578
BGxh2,ESSFwc3,0.5070
BGxh2,ESSFwc4,0.5600
BGxh2,ESSFwcp,0.4678
BGxh2,ESSFwcw,0.5046
BGxh2,ESSFwh1,0.5990
BGxh2,ESSFwh2,0.6320
BGxh2,ESSFwh3,0.5747
BGxh2,ESSFwk1,0.5985
BGxh2,ESSFwk2,0.5374
BGxh2,ESSFwm,0.5519
BGxh2,ESSFwm1,0.5984
BGxh2,ESSFwm2,0.5837
BGxh2,ESSFwm3,0.5239
BGxh2,ESSFwm4,0.6293
BGxh2,ESSFwmp,0.4758
BGxh2,ESSFwmw,0.5191
BGxh2,ESSFwv,0.5691
BGxh2,ESSFwvp,0.5002
BGxh2,ESSFxc1,0.6746
BGxh2,ESSFxc2,0.6584
BGxh2,ESSFxc3,0.6435
BGxh2,ESSFxcp,0.5768
BGxh2,ESSFxcw,0.5948
BGxh2,ESSFxv1,0.5775
BGxh2,ESSFxv2,0.5699
BGxh2,ESSFxvp,0.5012
BGxh2,ESSFxvw,0.5676
BGxh2,ICHdk,0.7789
BGxh2,ICHdm,0.7319
BGxh2,ICHdw1,0.7927
BGxh2,ICHdw3,0.7755
BGxh2,ICHdw4,0.8342
BGxh2,ICHmc1,0.6707
BGxh2,ICHmc2,0.7480
BGxh2,ICHmk1,0.7756
BGxh2,ICHmk2,0.7778
BGxh2,ICHmk3,0.7475
BGxh2,ICHmk4,0.7081
BGxh2,ICHmm,0.6710
BGxh2,ICHmw1,0.7047
BGxh2,ICHmw2,0.7204
BGxh2,ICHmw3,0.7267
BGxh2,ICHmw4,0.6470
BGxh2,ICHmw5,0.7406
BGxh2,ICHvc,0.6357
BGxh2,ICHvk1,0.6145
BGxh2,ICHvk2,0.6067
BGxh2,ICHwc,0.5974
BGxh2,ICHwk1,0.6559
BGxh2,ICHwk2,0.7167
BGxh2,ICHwk3,0.6587
BGxh2,ICHwk4,0.6603
BGxh2,ICHxw,0.8625
BGxh2,IDFdc,0.8009
BGxh2,IDFdk1,0.8523
BGxh2,IDFdk2,0.8273
BGxh2,IDFdk3,0.8436
BGxh2,IDFdk4,0.8352
BGxh2,IDFdk5,0.8463
BGxh2,IDFdm1,0.8807
BGxh2,IDFdm2,0.8766
