SS_NoSpace,SIPred,Spp
CWHvm_OR/103,22.97100016,Fd
CWHvm_OR/110,29.27411803,Fd
CWHvm_OR/111,29.98473538,Fd
CWHvm_OR/112,33.5103415,Fd
CWHvm_OR/113,33.53735538,Fd
CWHvm_WA/101,29.40224979,Fd
CWHvm_WA/102,18.88559211,Fd
CWHvm_WA/103,27.59185812,Fd
CWHvm_WA/110,28.83655317,Fd
CWHvm_WA/112,32.01274207,Fd
CWHwh_WA/101,33.06390167,Fd
CWHwh_WA/102,20.6524604,Fd
CWHwh_WA/103,27.25415962,Fd
CWHwh_WA/110,32.32640525,Fd
CWHwh_WA/111,33.40837075,Fd
CWHwh_WA/112,37.27789236,Fd
CWHwh_WA/113,38.20198722,Fd
CWHws2/03,18.10740432,Fd
CWHxm1/01,30.83055573,Fd
CWHxm1/02,17.59383146,Fd
CWHxm1/03,20.40535796,Fd
CWHxm1/04,26.08589935,Fd
CWHxm1/05,36.22224896,Fd
CWHxm1/06,31.02997249,Fd
CWHxm1/07,36.63632467,Fd
CWHxm2/01,30.60980658,Fd
CWHxm2/02,17.75577828,Fd
CWHxm2/03,21.97676067,Fd
CWHxm2/04,27.58426075,Fd
CWHxm2/05,35.24935885,Fd
CWHxm2/06,31.55268936,Fd
CWHxm2/07,36.51082764,Fd
CWHxm_OR/101,19.77876193,Fd
CWHxm_OR/102,15.8209762,Fd
CWHxm_OR/103,16.53460545,Fd
CWHxm_OR/110,25.81463841,Fd
CWHxm_OR/111,29.46842647,Fd
CWHxm_OR/112,30.06785176,Fd
CWHxm_OR/113,33.70012095,Fd
CWHxm_WA/101,27.10685853,Fd
CWHxm_WA/102,17.61599187,Fd
CWHxm_WA/103,18.93906521,Fd
CWHxm_WA/110,27.8149905,Fd
CWHxm_WA/111,30.79796514,Fd
CWHxm_WA/112,32.11234528,Fd
CWHxm_WA/113,35.04706083,Fd
ESSFdc2/02,12.00896567,Fd
ESSFdc2/04,15.79647478,Fd
ESSFdc3/04,18.2910166,Fd
ESSFdh_WA/101,20.66806555,Fd
ESSFdh_WA/102,13.19842637,Fd
ESSFdh_WA/103,14.23178038,Fd
ESSFdk1/101,21.37618181,Fd
ESSFdk1/102,15.37932439,Fd
ESSFdk1/103,19.42759926,Fd
ESSFdk1/104,20.21678757,Fd
ESSFdk2/101,18.33227261,Fd
ESSFdk2/102,11.24978875,Fd
ESSFdk2/103,16.77003317,Fd
ESSFdk2/104,17.73686981,Fd
ESSFdk_MT/101,20.03523278,Fd
ESSFdk_MT/102,17.63768261,Fd
ESSFdm_ID/101,20.89227688,Fd
ESSFdm_ID/102,14.4920647,Fd
ESSFdm_ID/103,15.1586388,Fd
ESSFdv1/03,12.38097654,Fd
ESSFdv1/04,19.00104812,Fd
ESSFmh/101,20.34742128,Fd
ESSFmh/102,13.57373793,Fd
ESSFmh/103,17.62807032,Fd
ESSFmh/105,19.4866498,Fd
ESSFmm3/102,13.40440142,Fd
ESSFmm3/103,17.14871471,Fd
ESSFmw/02,9.984136136,Fd
ESSFmw/03,16.07684592,Fd
ESSFmw/04,15.67108696,Fd
ESSFmw1/01,21.09685599,Fd
ESSFmw1/02,13.48951459,Fd
ESSFmw1/03,19.46347516,Fd
ESSFmw1/04,19.44450871,Fd
ESSFmw1/05,20.37990412,Fd
ESSFmw2/02,14.05630366,Fd
ESSFmw2/03,20.80913748,Fd
ESSFmw2/04,21.57342214,Fd
ESSFmw2/05,22.24141546,Fd
ESSFmw_WA/101,21.3954564,Fd
ESSFmw_WA/102,12.93664719,Fd
ESSFmw_WA/103,13.5911728,Fd
ESSFmww/02,11.32502706,Fd
ESSFmww/03,18.09349775,Fd
ESSFmww/04,19.19876275,Fd
ESSFvh_ID/101,24.54695464,Fd
ESSFvh_ID/102,17.38674026,Fd
ESSFvh_ID/103,21.2734965,Fd
ESSFvh_ID/110,26.02690654,Fd
ESSFvh_ID/111,26.66084261,Fd
ESSFwh1/101,24.05062614,Fd
ESSFwh1/102,14.18144522,Fd
ESSFwh1/103,21.975205,Fd
ESSFwh1/104,20.65484299,Fd
ESSFwh2/101,22.47453063,Fd
ESSFwh2/102,16.41351373,Fd
ESSFwh2/103,18.99948711,Fd
ESSFwh2/104,21.43379026,Fd
ESSFwh3/101,23.28478017,Fd
ESSFwh3/102,18.33837429,Fd
ESSFwh3/103,19.65326545,Fd
ESSFwh3/104,20.59281727,Fd
ESSFwh_MT/101,19.07128022,Fd
ESSFwh_MT/102,13.61006815,Fd
ESSFwm1/102,15.68028159,Fd
ESSFwm1/103,19.40448537,Fd
ESSFwm2/102,14.79767227,Fd
ESSFwm4/101,18.67086746,Fd
ESSFwm4/102,14.43680849,Fd
ESSFwm4/103,17.30346967,Fd
ESSFwm_MT/101,22.89877398,Fd
ESSFwm_MT/102,16.19979877,Fd
ESSFwm_MT/103,21.40570712,Fd
ESSFxc1/02,12.14364856,Fd
ESSFxc1/05,17.25964501,Fd
ESSFxc2/02,14.90326857,Fd
ESSFxc3/02,11.50833898,Fd
ESSFxc3/05,17.28103589,Fd
ESSFxc_CO/102,14.75627649,Fd
ESSFxc_CO/103,14.71440998,Fd
ESSFxc_WA/102,13.90333577,Fd
ESSFxc_WA/103,14.31339169,Fd
ESSFxh_WA/101,21.42278917,Fd
ESSFxh_WA/102,16.257626,Fd
ESSFxh_WA/103,17.36223185,Fd
ESSFxh_WA/110,19.98947939,Fd
ESSFxh_WA/111,19.58307691,Fd
ESSFxk_MT/101,20.01067278,Fd
ESSFxk_MT/102,14.43797641,Fd
ESSFxk_MT/103,16.13267212,Fd
ESSFxk_UT/102,14.25174736,Fd
ESSFxk_UT/103,14.64553618,Fd
ESSFxw_OR/102,13.80323406,Fd
ESSFxw_OR/103,16.54220346,Fd
GOun_CO/110,22.21136407,Fd
GOun_CO/111,21.44627108,Fd
ICHdh_ID/101,20.35970356,Fd
ICHdh_ID/102,13.947685,Fd
ICHdh_ID/103,16.38688169,Fd
ICHdh_ID/110,22.53342764,Fd
ICHdh_ID/111,24.90999787,Fd
ICHdh_ID/112,27.28573451,Fd
ICHdh_ID/113,28.98475095,Fd
ICHdk/01,23.46749418,Fd
ICHdk/02,15.57261945,Fd
ICHdk/04,22.3281212,Fd
ICHdk/05,24.85071255,Fd
ICHdk/06,24.87131414,Fd
ICHdk/07,22.51456725,Fd
ICHdk/08,22.74007422,Fd
ICHdm/101,19.95556838,Fd
ICHdm/102,13.28207992,Fd
ICHdm/103,16.84636398,Fd
ICHdm/110,19.75022954,Fd
ICHdw1/101,22.90174795,Fd
ICHdw1/102,14.43616498,Fd
ICHdw1/103,16.89299713,Fd
ICHdw1/104,19.11703514,Fd
ICHdw1/110,25.78931831,Fd
ICHdw1/111,24.79051659,Fd
ICHdw3/101,23.56293841,Fd
ICHdw3/102,16.39967857,Fd
ICHdw3/103,19.56617142,Fd
ICHdw3/104,20.04664694,Fd
ICHdw3/110,23.07178343,Fd
ICHdw3/111,24.19818933,Fd
ICHdw4/101,26.95071622,Fd
ICHdw4/102,17.21884476,Fd
ICHdw4/103,17.39763458,Fd
ICHdw4/104,20.06054035,Fd
ICHdw4/110,26.79390644,Fd
ICHdw_ID/101,22.6924356,Fd
ICHdw_ID/102,15.30696405,Fd
ICHdw_ID/103,17.42849265,Fd
ICHdw_ID/110,24.36084738,Fd
ICHdw_ID/111,24.71416614,Fd
ICHmc2/01,21.96613579,Fd
ICHmc2/03,25.06446943,Fd
ICHmc2/04,26.79194095,Fd
ICHmh_MT/101,20.79906485,Fd
ICHmh_MT/102,14.59593882,Fd
ICHmh_MT/103,15.77955246,Fd
ICHmh_MT/110,22.02759674,Fd
ICHmh_MT/112,25.76842275,Fd
ICHmk1/01,22.96016821,Fd
ICHmk1/02,14.26079983,Fd
ICHmk1/03,19.3436196,Fd
ICHmk1/04,22.33066779,Fd
ICHmk1/05,23.84677057,Fd
ICHmk1/06,22.65503956,Fd
ICHmk1/07,23.24165519,Fd
ICHmk2/01,18.25634681,Fd
ICHmk2/02,13.76203369,Fd
ICHmk2/03,16.01998258,Fd
ICHmk2/04,20.11712717,Fd
ICHmk2/05,20.37859501,Fd
ICHmk2/06,22.62761728,Fd
ICHmk3/01,21.45962193,Fd
ICHmk3/02,16.06528455,Fd
ICHmk3/03,19.80665487,Fd
ICHmk3/04,23.79370215,Fd
ICHmk3/06,23.10153999,Fd
ICHmk4/101,21.74575634,Fd
ICHmk4/102,17.24316918,Fd
ICHmk4/103,20.48637433,Fd
ICHmk4/110,22.86244959,Fd
ICHmk5/101,22.90422416,Fd
ICHmk5/102,16.2889105,Fd
ICHmk5/103,17.06463916,Fd
ICHmk5/104,21.81232539,Fd
ICHmk5/110,21.39357771,Fd
ICHmk5/111,21.81863469,Fd
ICHmm/01,22.64017891,Fd
ICHmm/02,13.71424406,Fd
ICHmm/03,20.48734268,Fd
ICHmm/04,22.6631234,Fd
ICHmm/05,22.0282705,Fd
ICHmw1/01,22.53349518,Fd
ICHmw1/02,17.85588951,Fd
ICHmw1/03,19.18178943,Fd
ICHmw1/04,20.68769196,Fd
ICHmw1/05,22.05904997,Fd
ICHmw1/06,23.10114607,Fd
ICHmw1/07,22.35250547,Fd
ICHmw2/101,27.25161065,Fd
ICHmw2/102,17.55001276,Fd
ICHmw2/103,18.85699585,Fd
ICHmw2/104,23.92842453,Fd
ICHmw2/110,27.53518666,Fd
ICHmw2/111,28.24642579,Fd
ICHmw3/01,21.15816024,Fd
ICHmw3/02,14.11289547,Fd
ICHmw3/03,19.73226395,Fd
ICHmw3/04,18.97283903,Fd
ICHmw3/05,21.14115948,Fd
ICHmw3/06,22.59943755,Fd
ICHmw4/101,25.29973813,Fd
ICHmw4/102,17.39376976,Fd
ICHmw4/103,20.39948392,Fd
ICHmw4/104,24.58133319,Fd
ICHmw4/110,26.81974462,Fd
ICHmw4/112,25.35172682,Fd
ICHmw5/101,25.06737218,Fd
ICHmw5/102,15.31868803,Fd
ICHmw5/103,17.60169013,Fd
ICHmw5/104,21.19093487,Fd
ICHmw5/110,25.61023933,Fd
ICHmw5/111,25.21883861,Fd
ICHmw_MT/101,21.08526269,Fd
ICHmw_MT/102,14.37762358,Fd
ICHmw_MT/103,15.47467495,Fd
ICHmw_MT/110,21.94852134,Fd
ICHmw_MT/112,24.98046288,Fd
ICHvk1/01,23.73599346,Fd
ICHvk1/02,21.13210262,Fd
ICHvk1/03,23.80117149,Fd
ICHvk1/04,24.91076469,Fd
ICHvk2/01,22.21318563,Fd
ICHvk2/02,12.93017748,Fd
ICHvk2/03,16.02209374,Fd
ICHvk2/04,20.61156281,Fd
ICHvk_ID/101,27.45974461,Fd
ICHvk_ID/102,18.37889549,Fd
ICHvk_ID/103,19.34382256,Fd
ICHvk_ID/110,26.5971824,Fd
ICHvk_ID/112,29.71024554,Fd
ICHwk1/01,23.9623814,Fd
ICHwk1/02,18.91953338,Fd
ICHwk1/03,21.4697764,Fd
ICHwk1/04,23.11037427,Fd
ICHwk1/05,24.70620868,Fd
ICHwk2/01,22.02746214,Fd
ICHwk2/02,14.5951665,Fd
ICHwk2/03,17.67335823,Fd
ICHwk2/04,20.877307,Fd
ICHwk2/07,24.91319534,Fd
ICHwk3/01,20.87714538,Fd
ICHwk3/03,18.64156012,Fd
ICHwk3/04,21.02570638,Fd
ICHwk3/05,21.66776066,Fd
ICHwk4/01,24.20754031,Fd
ICHwk4/02,14.66236298,Fd
ICHwk4/03,18.41794298,Fd
ICHwk4/04,18.44084136,Fd
ICHwk4/05,23.41089096,Fd
ICHwk4/07,22.3891902,Fd
ICHxw/101,19.52359508,Fd
ICHxw/102,11.66041344,Fd
ICHxw/103,13.10199298,Fd
ICHxw/104,14.12933955,Fd
ICHxw/110,20.63699592,Fd
ICHxw/111,22.95776229,Fd
ICHxw_WA/101,17.2342189,Fd
ICHxw_WA/102,13.06317421,Fd
ICHxw_WA/103,15.58586961,Fd
ICHxw_WA/110,20.28811736,Fd
ICHxw_WA/111,22.98167638,Fd
ICHxw_WA/112,24.02142484,Fd
ICHxw_WA/113,27.74512709,Fd
ICHxwa/101,18.0381395,Fd
ICHxwa/102,11.70954029,Fd
ICHxwa/103,13.46726479,Fd
ICHxwa/104,13.72214298,Fd
ICHxwa/110,20.19955601,Fd
ICHxwa/111,22.78515832,Fd
IDFdc/01,20.04448137,Fd
IDFdc/02,12.74341354,Fd
IDFdc/03,16.70347228,Fd
IDFdc/05,22.86349839,Fd
IDFdc/06,22.80648057,Fd
IDFdh_MT/101,14.51119408,Fd
IDFdh_MT/102,12.45357054,Fd
IDFdh_MT/103,12.60018415,Fd
IDFdh_MT/110,19.21453975,Fd
IDFdh_MT/111,22.1863652,Fd
IDFdh_MT/112,23.0775769,Fd
IDFdh_MT/113,25.95741874,Fd
IDFdh_UT/101,13.43608346,Fd
IDFdh_UT/102,10.36563024,Fd
IDFdh_UT/110,17.68362625,Fd
IDFdh_UT/111,20.4475072,Fd
IDFdh_UT/112,21.13044024,Fd
IDFdh_UT/113,23.8202337,Fd
IDFdh_WA/101,14.36661007,Fd
IDFdh_WA/102,11.87726205,Fd
IDFdh_WA/103,12.25908755,Fd
IDFdh_WA/110,19.10789338,Fd
IDFdh_WA/111,22.1023339,Fd
IDFdh_WA/112,22.96282901,Fd
IDFdh_WA/113,25.86247578,Fd
IDFdk1/01,17.33014781,Fd
IDFdk1/02,13.29518747,Fd
IDFdk1/03,14.21375333,Fd
IDFdk1/04,17.45259863,Fd
IDFdk1/05,19.51479268,Fd
IDFdk1/06,20.52513681,Fd
IDFdk2/01,17.97869875,Fd
IDFdk2/02,11.40834603,Fd
IDFdk2/03,15.75713979,Fd
IDFdk2/04,18.5437043,Fd
IDFdk2/05,20.81035381,Fd
IDFdk2/06,20.63178853,Fd
IDFdk3/01,18.25805625,Fd
IDFdk3/02,9.964015586,Fd
IDFdk3/03,12.73797151,Fd
IDFdk3/04,13.59312507,Fd
IDFdk3/06,16.6706607,Fd
IDFdk3/07,19.66306507,Fd
IDFdk3/08,21.68484392,Fd
IDFdk4/01,15.36590988,Fd
IDFdk4/02,10.1679373,Fd
IDFdk4/03,8.978927128,Fd
IDFdk4/04,12.61716062,Fd
IDFdk4/05,13.34792348,Fd
IDFdk4/07,12.4416318,Fd
IDFdk4/09,15.85930734,Fd
IDFdk5/101,19.28341208,Fd
IDFdk5/102,12.25694175,Fd
IDFdk5/103,15.64833998,Fd
IDFdk5/104,16.30189424,Fd
IDFdk5/110,20.63811856,Fd
IDFdk_MT/101,18.85268108,Fd
IDFdk_MT/103,15.46923042,Fd
IDFdk_MT/110,18.54955106,Fd
IDFdk_MT/112,21.48016338,Fd
IDFdk_WA/101,14.82972398,Fd
IDFdk_WA/102,11.02472953,Fd
IDFdk_WA/103,11.87259931,Fd
IDFdk_WA/110,16.82115566,Fd
IDFdk_WA/111,20.71762346,Fd
IDFdk_WA/112,20.30185203,Fd
IDFdk_WA/113,24.08455873,Fd
IDFdm1/01,18.45079296,Fd
IDFdm1/03,13.66319599,Fd
IDFdm1/04,15.24683626,Fd
IDFdm1/05,18.54745599,Fd
IDFdm1/06,22.56920164,Fd
IDFdm1/07,21.25365679,Fd
IDFdm2/101,16.80974265,Fd
IDFdm2/102,12.16387431,Fd
IDFdm2/103,13.71039476,Fd
IDFdm2/104,14.68111589,Fd
IDFdm2/110,18.15419982,Fd
IDFdm2/111,20.55235786,Fd
IDFdm_MT/101,15.84345341,Fd
IDFdm_MT/102,12.34709716,Fd
IDFdm_MT/103,13.21971197,Fd
IDFdm_MT/110,18.49542582,Fd
IDFdm_MT/111,22.12465408,Fd
IDFdm_MT/112,22.59828465,Fd
IDFdm_MT/113,26.10127776,Fd
IDFdm_WA/101,15.86476335,Fd
IDFdm_WA/102,11.1963976,Fd
IDFdm_WA/103,13.39679043,Fd
IDFdm_WA/110,16.18091568,Fd
IDFdm_WA/111,19.43973955,Fd
IDFdm_WA/112,19.69281759,Fd
IDFdm_WA/113,22.80860153,Fd
IDFdw/01,15.26094763,Fd
IDFdw/d,11.75609347,Fd
IDFdx_MT/101,15.30592595,Fd
IDFdx_MT/110,17.29335323,Fd
IDFdx_MT/111,20.94295558,Fd
IDFdx_MT/112,20.45917324,Fd
IDFdx_MT/113,24.26464976,Fd
IDFmw1/01,21.31854591,Fd
IDFmw1/02,14.67613621,Fd
IDFmw1/03,16.82888463,Fd
IDFmw1/04,18.84515507,Fd
IDFmw1/05,23.63289082,Fd
IDFmw1/06,23.63289082,Fd
IDFmw2/01,20.74584891,Fd
IDFmw2/02,14.22079524,Fd
IDFmw2/03,16.66288142,Fd
IDFmw2/04,22.33863871,Fd
IDFww/01,20.9365475,Fd
IDFww/02,13.62309019,Fd
IDFww/03,15.65709769,Fd
IDFww/04,26.20720335,Fd
IDFww/05,28.88763768,Fd
IDFww/06,33.04104609,Fd
IDFww/07,29.84986509,Fd
IDFww1/01,16.25344765,Fd
IDFww1/02,11.58586853,Fd
IDFww1/03,12.53934404,Fd
IDFww1/04,22.23471591,Fd
IDFww1/05,26.32481629,Fd
IDFww1/06,30.26965505,Fd
IDFxc/01,19.43280894,Fd
IDFxc/02,12.5569469,Fd
IDFxc/03,14.29307337,Fd
IDFxc/04,14.9464644,Fd
IDFxc/05,15.74778815,Fd
IDFxc/06,20.91074579,Fd
IDFxc/07,25.32739386,Fd
IDFxc/08,25.66499009,Fd
IDFxh1/01,15.27788806,Fd
IDFxh1/02,10.77055316,Fd
IDFxh1/03,12.66160743,Fd
IDFxh1/04,14.41681633,Fd
IDFxh1/05,16.1332472,Fd
IDFxh1/06,18.06914182,Fd
IDFxh1/07,18.12291462,Fd
IDFxh1/08,21.06287481,Fd
IDFxh2/01,15.25466037,Fd
IDFxh2/02,10.28939146,Fd
IDFxh2/03,11.85493186,Fd
IDFxh2/04,11.92345273,Fd
IDFxh2/05,13.71684329,Fd
IDFxh2/06,16.63027494,Fd
IDFxh2/07,21.04530745,Fd
IDFxh2/08,21.12558875,Fd
IDFxh4/01,14.51247361,Fd
IDFxh4/02,11.30047212,Fd
IDFxh4/03,12.91547095,Fd
IDFxh4/04,12.23609066,Fd
IDFxh4/05,15.21905356,Fd
IDFxh4/06,17.62162493,Fd
IDFxh4/07,17.62162493,Fd
IDFxh4/08,20.61499376,Fd
IDFxh_ID/101,14.12901999,Fd
IDFxh_ID/110,19.22746203,Fd
IDFxh_ID/111,22.32164979,Fd
IDFxh_ID/112,23.20760754,Fd
IDFxh_ID/113,26.20759756,Fd
IDFxh_WA/101,13.04296943,Fd
IDFxh_WA/102,11.45631559,Fd
IDFxh_WA/103,10.35373676,Fd
IDFxh_WA/110,18.43028643,Fd
IDFxh_WA/111,21.41236695,Fd
IDFxh_WA/112,22.31954829,Fd
IDFxh_WA/113,25.36869358,Fd
IDFxk/101,16.38267048,Fd
IDFxk/102,12.76152809,Fd
IDFxk/103,13.99177648,Fd
IDFxk/110,16.38267048,Fd
IDFxk/111,16.97492776,Fd
IDFxk/112,20.02112582,Fd
IDFxm/01,15.39520367,Fd
IDFxm/02,10.61464139,Fd
IDFxm/03,10.95113516,Fd
IDFxm/04,12.78708658,Fd
IDFxm/05,15.54768068,Fd
IDFxm/06,15.4974419,Fd
IDFxm/07,16.62645978,Fd
IDFxm/08,17.44361483,Fd
IDFxm_CO/101,15.44576275,Fd
IDFxm_CO/102,11.18406022,Fd
IDFxm_CO/110,19.13901393,Fd
IDFxm_CO/111,22.35302472,Fd
IDFxm_CO/112,22.7851332,Fd
IDFxm_CO/113,25.88401839,Fd
IDFxw/01,15.23903776,Fd
IDFxw/02,9.141107761,Fd
IDFxw/03,10.24234032,Fd
IDFxw/04,10.72786455,Fd
IDFxw/06,18.16549777,Fd
IDFxw/07,22.11404005,Fd
IDFxx1/01,13.21945965,Fd
IDFxx1/04,15.73540651,Fd
IDFxx1/05,16.1206002,Fd
IDFxx2/101,15.31366846,Fd
IDFxx2/102,10.8319208,Fd
IDFxx2/103,12.50893069,Fd
IDFxx2/104,14.29257325,Fd
IDFxx2/110,15.31366846,Fd
IDFxx2/111,20.39937614,Fd
IDFxx_MT/101,13.45214406,Fd
IDFxx_MT/110,18.87947503,Fd
IDFxx_MT/111,21.71604078,Fd
IDFxx_MT/112,22.71016989,Fd
IDFxx_WA/101,14.53445557,Fd
IDFxx_WA/102,13.08788711,Fd
IDFxx_WA/103,11.86129275,Fd
IDFxx_WA/110,21.5234205,Fd
IDFxx_WA/111,24.43646095,Fd
IDFxx_WA/112,25.72637641,Fd
IDFxx_WA/113,27.38250251,Fd
IGFdk_WA/101,17.00770831,Fd
IGFdk_WA/102,13.27924857,Fd
IGFdk_WA/103,13.9124967,Fd
IGFdk_WA/110,20.52601871,Fd
IGFdk_WA/111,24.46752075,Fd
IGFdk_WA/112,24.3001015,Fd
IGFdk_WA/113,28.10752212,Fd
IGFdw_OR/101,15.68437244,Fd
IGFdw_OR/102,12.67734351,Fd
IGFdw_OR/103,12.81850053,Fd
IGFdw_OR/110,23.07216767,Fd
IGFdw_OR/111,26.19382006,Fd
IGFdw_OR/112,27.2686033,Fd
IGFdw_OR/113,30.32301922,Fd
IGFmm_OR/101,16.42178614,Fd
IGFmm_OR/103,14.50422583,Fd
IGFmm_OR/110,20.53856487,Fd
IGFmm_OR/111,24.4016909,Fd
IGFmm_OR/112,24.28591241,Fd
IGFmm_OR/113,28.02318224,Fd
IWFdm_CO/101,17.3703282,Fd
IWFdm_CO/110,23.82506362,Fd
IWFdm_CO/111,25.69373077,Fd
IWFdm_CO/113,29.42029658,Fd
IWFdw_OR/110,19.82701054,Fd
IWFdw_OR/111,22.7579311,Fd
IWFdw_OR/112,23.67429795,Fd
IWFdw_OR/113,26.45285271,Fd
IWFxk_NV/101,12.43616278,Fd
IWFxk_NV/110,16.80560028,Fd
IWFxm_CA/101,12.5031847,Fd
IWFxm_CA/110,22.06692106,Fd
JPWdm_WY/111,18.29267061,Fd
JPWdm_WY/113,20.47683348,Fd
JPWdw_UT/103,10.66229571,Fd
JPWdw_UT/110,19.56835636,Fd
JPWdw_UT/111,20.15345868,Fd
JPWdw_UT/113,22.44494646,Fd
JPWmk_WY/110,15.78066666,Fd
JPWmk_WY/111,18.50709239,Fd
JPWmk_WY/113,21.62248573,Fd
JPWwm_CO/110,20.42606318,Fd
JPWwm_CO/111,21.76993822,Fd
JPWwm_CO/113,25.69149623,Fd
MHRFdm_OR/101,16.59673447,Fd
MHRFdm_OR/102,12.25956766,Fd
MHRFmm_OR/101,17.62380123,Fd
MHRFmm_OR/102,12.03290179,Fd
MHRFmm_OR/110,23.87471876,Fd
MHdm_OR/101,25.89892585,Fd
MHdm_OR/102,15.00993049,Fd
MHdm_OR/103,16.96995937,Fd
MHdm_OR/110,25.44083631,Fd
MHmm1/01,21.4612881,Fd
MHmm2/01,18.69032791,Fd
MSab/b,19.75309724,Fd
MSab/c,20.39237606,Fd
MSdc1/01,21.23533068,Fd
MSdc1/02,10.33859432,Fd
MSdc1/03,16.84967409,Fd
MSdc1/04,21.67111901,Fd
MSdc2/01,18.89542218,Fd
MSdc2/02,12.22333393,Fd
MSdc2/03,18.01520228,Fd
MSdc3/01,21.00157304,Fd
MSdc3/02,12.82757105,Fd
MSdc3/03,19.58100411,Fd
MSdh_UT/101,15.17063629,Fd
MSdh_UT/103,11.0404722,Fd
MSdh_UT/110,18.48467371,Fd
MSdh_WY/101,18.18804293,Fd
MSdh_WY/102,14.36340661,Fd
MSdh_WY/103,15.35150862,Fd
MSdh_WY/110,18.53993167,Fd
MSdh_WY/112,21.10604898,Fd
MSdk/101,21.45902835,Fd
MSdk/102,13.32622568,Fd
MSdk/103,17.91228356,Fd
MSdk/105,21.81070235,Fd
MSdk/110,22.29851241,Fd
MSdk_CO/101,22.03902465,Fd
MSdk_CO/103,15.89501713,Fd
MSdk_CO/110,22.22539073,Fd
MSdk_CO/112,25.20856008,Fd
MSdm1/01,17.67373882,Fd
MSdm1/02,14.24014644,Fd
MSdm1/03,16.13900337,Fd
MSdm1/04,18.16183581,Fd
MSdm1/05,17.5852656,Fd
MSdm1/06,19.70889404,Fd
MSdm1/07,21.076808,Fd
MSdm1/08,18.47051597,Fd
MSdm2/01,18.43282179,Fd
MSdm2/02,12.13755006,Fd
MSdm2/03,16.17321111,Fd
MSdm2/04,17.74355735,Fd
MSdm2/05,18.22063996,Fd
MSdm2/06,19.70200013,Fd
MSdm3/01,19.29951089,Fd
MSdm3/03,17.40389793,Fd
MSdm3/04,18.76301271,Fd
MSdm3/05,19.75031168,Fd
MSdm3/06,21.01502947,Fd
MSdm_WA/101,18.11639752,Fd
MSdm_WA/102,10.74002323,Fd
MSdm_WA/103,12.47532632,Fd
MSdm_WA/110,17.26819631,Fd
MSdm_WA/111,21.12620174,Fd
MSdm_WA/112,21.36217946,Fd
MSdm_WA/113,24.33139208,Fd
MSdw/101,21.69736026,Fd
MSdw/102,15.39781943,Fd
MSdw/103,17.87744129,Fd
MSdw/104,19.74933511,Fd
MSdw/110,23.02211969,Fd
MSdw_MT/101,21.95699087,Fd
MSdw_MT/102,14.78979354,Fd
MSdw_MT/103,16.03231287,Fd
MSdw_MT/110,20.52248114,Fd
MSdw_MT/112,22.58036808,Fd
MSmm_ID/101,18.34881417,Fd
MSmm_ID/102,11.6795627,Fd
MSmm_ID/103,13.03916751,Fd
MSmm_ID/110,17.71232035,Fd
MSmm_ID/112,20.25648043,Fd
MSmw1/01,22.48535312,Fd
MSmw1/02,14.27130726,Fd
MSmw1/03,18.51473668,Fd
MSmw1/06,22.69387546,Fd
MSmw2/02,12.82297971,Fd
MSmw2/03,16.11776953,Fd
MSmw2/06,21.93328471,Fd
MSxh_OR/101,21.76026159,Fd
MSxh_OR/102,15.08834258,Fd
MSxh_OR/103,16.19334781,Fd
MSxh_OR/112,25.20840905,Fd
MSxk1/01,18.47034546,Fd
MSxk1/02,13.78370094,Fd
MSxk1/05,16.20550527,Fd
MSxk1/06,18.3725699,Fd
MSxk1/07,15.23077952,Fd
MSxk1/08,17.78420115,Fd
MSxk2/01,19.52081177,Fd
MSxk2/02,14.44340691,Fd
MSxk2/05,17.58080488,Fd
MSxk2/06,19.91683667,Fd
MSxk2/07,16.24105352,Fd
MSxk2/08,18.84659274,Fd
MSxk3/01,18.86422591,Fd
MSxk3/02,13.65371448,Fd
MSxk3/05,17.38887746,Fd
MSxk3/06,18.86422591,Fd
MSxk3/07,16.74049889,Fd
MSxk3/08,20.39231236,Fd
MSxk_WA/101,16.99294234,Fd
MSxk_WA/102,10.8080646,Fd
MSxk_WA/103,12.41315046,Fd
MSxk_WA/110,16.31730304,Fd
MSxk_WA/111,19.2111682,Fd
MSxk_WA/112,20.27649808,Fd
MSxk_WA/113,22.33370049,Fd
MSxm_CO/101,18.42225909,Fd
MSxm_CO/103,13.86435348,Fd
MSxm_CO/110,17.44904068,Fd
MSxm_CO/112,20.37748115,Fd
MSxx_NV/101,18.71496483,Fd
MSxx_NV/110,20.01790944,Fd
PPxh1/01,12.26842606,Fd
PPxh1/02,9.056191415,Fd
PPxh1/03,10.97858933,Fd
PPxh1/04,11.94785063,Fd
PPxh1/05,16.04567669,Fd
PPxh1/06,20.09513585,Fd
PPxh1/07,23.23618006,Fd
PPxh1/08,24.83013904,Fd
PPxh2/01,13.1628793,Fd
PPxh2/02,9.388907322,Fd
PPxh2/03,11.86905011,Fd
PPxh2/04,12.0042006,Fd
PPxh2/06,18.74775162,Fd
PPxh2/07,20.60995464,Fd
PPxh3/01,11.80314281,Fd
PPxh3/04,16.36280435,Fd
PPxh3/05,15.61742209,Fd
PPxh_CO/110,25.53632681,Fd
PPxh_CO/111,27.309991,Fd
PPxh_CO/112,29.38707044,Fd
PPxh_CO/113,29.52710261,Fd
PPxh_WA/101,10.26156896,Fd
