SS_NoSpace,SIPred,Spp
CWHxm_WA/110,26.22184571,Hw
CWHxm_WA/111,26.96128869,Hw
CWHxm_WA/112,30.44987487,Hw
CWHxm_WA/113,30.08130582,Hw
ESSFmh/101,17.40237808,Hw
ESSFmh/103,13.66186138,Hw
ESSFmh/110,18.40839086,Hw
ESSFmh/111,18.37698578,Hw
ESSFmw/07,19.97726851,Hw
ESSFmw1/01,18.73175328,Hw
ESSFmw1/04,16.5965984,Hw
ESSFmw1/05,19.47413716,Hw
ESSFmw1/07,20.3502693,Hw
ESSFmw2/01,18.25510119,Hw
ESSFmw2/05,18.80735599,Hw
ESSFmw2/06,19.42797379,Hw
ESSFmw2/07,20.91003127,Hw
ESSFmw_WA/101,17.49482373,Hw
ESSFmww/07,20.41876986,Hw
ESSFvh_ID/111,18.53945219,Hw
ESSFwc4/101,15.38598698,Hw
ESSFwh1/101,19.14605877,Hw
ESSFwh1/104,17.08705312,Hw
ESSFwh1/110,16.39957799,Hw
ESSFwh1/111,14.50249363,Hw
ESSFwh2/101,17.40677122,Hw
ESSFwh2/102,12.31121697,Hw
ESSFwh2/103,13.11247457,Hw
ESSFwh2/104,14.45799194,Hw
ESSFwh2/110,16.10283,Hw
ESSFwh2/111,15.80850096,Hw
ESSFwh2/112,14.68100618,Hw
ESSFwh3/101,17.72481978,Hw
ESSFwh3/103,13.30344689,Hw
ESSFwh3/104,14.09984382,Hw
ESSFwh3/110,19.28688974,Hw
ESSFwh3/111,19.73996854,Hw
ESSFwh3/112,15.40756327,Hw
ESSFwh_MT/101,14.51418406,Hw
ESSFwh_MT/110,18.45817021,Hw
ESSFwh_MT/111,17.73382906,Hw
ESSFwm4/101,15.36601833,Hw
ESSFwm4/103,13.97935536,Hw
ESSFwm4/110,15.79698511,Hw
ESSFwm_MT/110,17.35601586,Hw
ESSFwm_MT/111,15.8965469,Hw
ESSFwv/01,13.63051682,Hw
ESSFwv/03,13.43237365,Hw
ESSFwv/05,15.4088337,Hw
ESSFwv/06,16.71920647,Hw
ESSFwv/07,14.09865553,Hw
ICHdh_ID/110,21.18835237,Hw
ICHdh_ID/111,22.60852131,Hw
ICHdh_ID/112,22.9963172,Hw
ICHdh_ID/113,24.45654308,Hw
ICHdm/101,19.09489266,Hw
ICHdm/110,19.0484042,Hw
ICHdm/111,20.27333056,Hw
ICHdm/112,18.98976811,Hw
ICHdw1/101,21.16662533,Hw
ICHdw1/104,17.00600494,Hw
ICHdw1/110,23.81698186,Hw
ICHdw1/111,24.36099796,Hw
ICHdw1/112,23.72611616,Hw
ICHdw1/113,27.10572256,Hw
ICHdw3/101,17.66563276,Hw
ICHdw3/104,14.54062511,Hw
ICHdw3/110,18.58440876,Hw
ICHdw3/111,20.46112768,Hw
ICHdw3/112,20.60322709,Hw
ICHdw3/113,20.10360807,Hw
ICHdw4/101,21.45948919,Hw
ICHdw4/104,16.97357785,Hw
ICHdw4/110,24.58149418,Hw
ICHdw4/111,24.39915659,Hw
ICHdw4/112,24.40506944,Hw
ICHdw_ID/101,17.04337548,Hw
ICHdw_ID/110,20.06044111,Hw
ICHdw_ID/111,18.90749091,Hw
ICHdw_ID/112,23.53906001,Hw
ICHdw_ID/113,22.43721034,Hw
ICHmc1/01,20.85887161,Hw
ICHmc1/02,15.29073458,Hw
ICHmc1/03,21.23926537,Hw
ICHmc1/04,20.23453662,Hw
ICHmc1/06,15.71669876,Hw
ICHmc1a/01,16.77777373,Hw
ICHmc1a/02,18.06306801,Hw
ICHmc1a/03,20.06388039,Hw
ICHmc2/01,19.29339653,Hw
ICHmc2/02,13.33949731,Hw
ICHmc2/03,20.38524102,Hw
ICHmc2/04,22.64989021,Hw
ICHmc2/05,20.61248608,Hw
ICHmc2/06,21.04952101,Hw
ICHmc2/07,17.2709269,Hw
ICHmh_MT/101,16.77987285,Hw
ICHmh_MT/110,19.84476298,Hw
ICHmh_MT/111,17.36460122,Hw
ICHmh_MT/112,23.18649792,Hw
ICHmm/01,18.01652719,Hw
ICHmm/02,13.60894514,Hw
ICHmm/03,16.07314078,Hw
ICHmm/04,18.54530269,Hw
ICHmm/05,17.84063316,Hw
ICHmm/06,19.23214965,Hw
ICHmm/08,13.54581656,Hw
ICHmw1/01,15.124798,Hw
ICHmw1/02,13.38458316,Hw
ICHmw1/03,13.69411275,Hw
ICHmw1/04,14.32281516,Hw
ICHmw1/05,17.69319471,Hw
ICHmw1/06,19.93176984,Hw
ICHmw1/07,17.92958632,Hw
ICHmw2/101,21.36161127,Hw
ICHmw2/102,15.26592104,Hw
ICHmw2/104,18.9063535,Hw
ICHmw2/110,23.09976853,Hw
ICHmw2/111,23.34022345,Hw
ICHmw2/112,22.67387861,Hw
ICHmw2/113,21.78173634,Hw
ICHmw2/114,24.52144403,Hw
ICHmw3/01,18.40964098,Hw
ICHmw3/03,15.4798561,Hw
ICHmw3/04,15.68344798,Hw
ICHmw3/05,16.47564677,Hw
ICHmw3/06,19.58410682,Hw
ICHmw3/08,18.91419239,Hw
ICHmw4/101,19.39272489,Hw
ICHmw4/104,18.35048448,Hw
ICHmw4/110,20.59219825,Hw
ICHmw4/111,19.52811586,Hw
ICHmw4/112,20.74223154,Hw
ICHmw4/113,20.01387226,Hw
ICHmw4/114,18.79350457,Hw
ICHmw5/101,21.64442109,Hw
ICHmw5/104,15.97071973,Hw
ICHmw5/110,21.25260402,Hw
ICHmw5/111,21.99489072,Hw
ICHmw5/112,21.0356525,Hw
ICHmw5/113,23.42581592,Hw
ICHmw_MT/101,16.18474434,Hw
ICHmw_MT/110,18.66251565,Hw
ICHmw_MT/111,17.28562168,Hw
ICHmw_MT/112,20.26914749,Hw
ICHvc/01,17.57629261,Hw
ICHvc/02,17.02807085,Hw
ICHvc/03,16.92158492,Hw
ICHvk1/01,17.6821764,Hw
ICHvk1/02,15.90169853,Hw
ICHvk1/03,17.3185905,Hw
ICHvk1/04,17.89973869,Hw
ICHvk1/05,16.66836708,Hw
ICHvk1/06,14.82339724,Hw
ICHvk2/01,18.03035683,Hw
ICHvk2/02,11.8768936,Hw
ICHvk2/03,13.13634612,Hw
ICHvk2/04,16.31428764,Hw
ICHvk2/06,15.01633141,Hw
ICHvk_ID/101,18.52176128,Hw
ICHvk_ID/102,14.45592761,Hw
ICHvk_ID/110,19.52759166,Hw
ICHvk_ID/111,17.87632793,Hw
ICHvk_ID/112,22.91145198,Hw
ICHvk_ID/113,21.58271388,Hw
ICHwc/01,18.31999385,Hw
ICHwc/02,11.40400944,Hw
ICHwc/03,16.16419941,Hw
ICHwc/04,17.99822967,Hw
ICHwc/05,18.15257616,Hw
ICHwc/07,11.54327186,Hw
ICHwc/08,13.50490801,Hw
ICHwk1/01,18.85698585,Hw
ICHwk1/02,12.95444161,Hw
ICHwk1/03,15.02515504,Hw
ICHwk1/04,18.56809928,Hw
ICHwk1/05,18.66032338,Hw
ICHwk1/07,15.94767897,Hw
ICHwk1/08,16.48283917,Hw
ICHwk2/01,19.32373479,Hw
ICHwk2/02,13.68816296,Hw
ICHwk2/03,14.64975595,Hw
ICHwk2/04,19.36298363,Hw
ICHwk2/07,22.96017419,Hw
ICHwk2/08,16.49124349,Hw
ICHwk3/01,18.16245689,Hw
ICHwk3/02,12.34535896,Hw
ICHwk3/03,14.24847778,Hw
ICHwk3/04,16.78175375,Hw
ICHwk3/05,18.7672236,Hw
ICHwk3/06,15.0404394,Hw
ICHwk3/07,15.12714758,Hw
ICHwk3/08,12.6129035,Hw
ICHwk4/01,17.6832596,Hw
ICHwk4/02,12.00445401,Hw
ICHwk4/03,13.34999072,Hw
ICHwk4/04,13.97069823,Hw
ICHwk4/05,18.02589799,Hw
ICHwk4/07,18.04614419,Hw
ICHxw/101,18.379912,Hw
ICHxw/110,22.35791333,Hw
ICHxw/111,24.04780653,Hw
ICHxw/112,23.74705036,Hw
ICHxw/113,26.19389686,Hw
ICHxw_WA/101,16.91828636,Hw
ICHxw_WA/110,19.67930062,Hw
ICHxwa/101,18.37663635,Hw
ICHxwa/110,22.02364758,Hw
ICHxwa/111,23.06993898,Hw
ICHxwa/112,23.83842788,Hw
ICHxwa/113,26.28339304,Hw
IDFmw2/04,19.84711262,Hw
IDFmw2/05,21.93411477,Hw
IDFww/01,18.05189885,Hw
IDFww/05,24.7135337,Hw
IDFww/06,24.49684893,Hw
IGFdk_WA/110,19.29253529,Hw
IGFdk_WA/111,19.12866621,Hw
IGFdw_OR/110,21.43980395,Hw
IGFdw_OR/111,21.95807574,Hw
MHdm_OR/101,18.46944788,Hw
MHdm_OR/110,20.40231483,Hw
MHdm_OR/111,18.55768761,Hw
MHdm_OR/112,23.71649343,Hw
MHdm_OR/113,22.22557302,Hw
MHmm1/01,16.29209005,Hw
MHmm1/03,21.97607974,Hw
MHmm1/04,16.44311591,Hw
MHmm1/05,23.15094287,Hw
MHmm1/06,12.09465858,Hw
MHmm1/07,19.05987986,Hw
MHmm1/08,8.938251166,Hw
MHmm1/09,13.67107921,Hw
MHmm2/01,15.3990686,Hw
MHmm2/02,12.50882767,Hw
MHmm2/03,20.36875107,Hw
MHmm2/04,16.56873797,Hw
MHmm2/05,22.08287427,Hw
MHmm2/07,19.46088104,Hw
MHmm2/08,9.274637664,Hw
MHmm2/09,13.24686655,Hw
MHmm_WA/101,18.19973104,Hw
MHmm_WA/110,17.80610407,Hw
MHmm_WA/111,15.31074506,Hw
MHmm_WA/112,22.92737714,Hw
MHmm_WA/113,20.93125373,Hw
MHms_WA/101,17.76039252,Hw
MHms_WA/103,16.53022648,Hw
MHms_WA/110,19.5268699,Hw
MHms_WA/112,22.94181849,Hw
MHwh/101,11.77653382,Hw
MHwh/110,15.80019019,Hw
MHwh/111,11.46798913,Hw
MHwh1/01,14.45903894,Hw
MHwh1/03,18.76892948,Hw
MHwh1/04,12.15204928,Hw
MHwh1/05,19.6466259,Hw
MHwh1/06,7.69218845,Hw
MHwh1/07,15.0526238,Hw
MHwh1/08,6.537862979,Hw
MHwh1/09,11.70578212,Hw
MSmw1/01,18.8239126,Hw
MSmw1/03,15.4504496,Hw
MSmw1/06,19.69111989,Hw
MSmw1/08,16.91127216,Hw
MSmw2/01,18.18615075,Hw
MSmw2/03,17.60045312,Hw
MSmw2/06,19.85901479,Hw
MSmw2/08,18.72873726,Hw
CWHdm/03,22.39147757,Lw
CWHdm/04,23.16560173,Lw
CWHms_WA/102,21.93200345,Lw
CWHms_WA/103,22.07474888,Lw
ESSFdc2/01,21.58638724,Lw
ESSFdc2/03,20.53954771,Lw
ESSFdc2/06,22.34885702,Lw
ESSFdh_WA/102,20.18397686,Lw
ESSFdh_WA/103,20.31740623,Lw
ESSFdk1/101,21.788429,Lw
ESSFdk1/103,20.76796033,Lw
ESSFdk1/104,21.36106142,Lw
ESSFdk2/101,21.71342437,Lw
ESSFdk2/102,20.0987101,Lw
ESSFdk2/103,21.48077318,Lw
ESSFdk2/104,21.79422931,Lw
ESSFdv1/03,19.70986318,Lw
ESSFdv1/04,20.50460016,Lw
ESSFmc/01,22.2277516,Lw
ESSFmh/101,22.42766212,Lw
ESSFmh/102,20.42158937,Lw
ESSFmh/103,20.82392925,Lw
ESSFmh/105,21.70541948,Lw
ESSFmm1/01,22.17815317,Lw
ESSFmv1/01,21.98983822,Lw
ESSFmw1/03,20.43539009,Lw
ESSFmw1/04,21.36271874,Lw
ESSFmw2/03,20.9486822,Lw
ESSFmw_WA/103,20.1988749,Lw
ESSFvh_ID/101,22.96323141,Lw
ESSFvh_ID/102,20.9458355,Lw
ESSFvh_ID/103,21.33547728,Lw
ESSFvh_ID/110,23.77975288,Lw
ESSFvh_ID/111,24.10261385,Lw
ESSFwc2/01,21.996021,Lw
ESSFwc3/01,22.13041716,Lw
ESSFwh1/101,22.35813433,Lw
ESSFwh1/103,22.03699496,Lw
ESSFwh1/104,22.08134989,Lw
ESSFwh2/101,21.88941218,Lw
ESSFwh2/103,20.33855315,Lw
ESSFwh2/104,21.56640904,Lw
ESSFwh3/101,22.45954987,Lw
ESSFwh3/102,21.47359067,Lw
ESSFwh3/103,21.34580591,Lw
ESSFwh3/104,22.18277947,Lw
ESSFwh_MT/101,21.51961323,Lw
ESSFwh_MT/102,19.39465724,Lw
ESSFwk1/01,22.19307421,Lw
ESSFwk1/03,21.8121832,Lw
ESSFwm1/103,20.69439078,Lw
ESSFwm4/101,22.17306958,Lw
ESSFwm4/102,20.09698463,Lw
ESSFwm4/103,21.48504479,Lw
ESSFwm_MT/102,19.88662557,Lw
ESSFwv/01,22.21104939,Lw
ESSFxc1/01,21.17818448,Lw
ESSFxc1/02,19.07174375,Lw
ESSFxc1/05,20.49646473,Lw
ESSFxc2/02,19.73560133,Lw
ESSFxc3/02,18.99293655,Lw
ESSFxc3/05,20.55644195,Lw
ESSFxh_WA/101,21.51210011,Lw
ESSFxh_WA/103,19.46527698,Lw
ESSFxh_WA/110,22.83780574,Lw
ESSFxw_OR/102,19.58372475,Lw
ESSFxw_OR/103,19.92910413,Lw
ICHdh_ID/101,21.98674611,Lw
ICHdh_ID/110,23.54599753,Lw
ICHdh_ID/112,23.87863312,Lw
ICHdk/01,21.4847166,Lw
ICHdk/04,20.99479655,Lw
ICHdk/05,22.64339227,Lw
ICHdm/101,21.58672111,Lw
ICHdm/102,20.03700652,Lw
ICHdm/103,20.62433415,Lw
ICHdm/110,22.09132573,Lw
ICHdw1/101,23.97022965,Lw
ICHdw1/102,23.06430789,Lw
ICHdw1/103,23.09244786,Lw
ICHdw1/104,23.17549026,Lw
ICHdw1/110,24.83072611,Lw
ICHdw1/111,25.09232681,Lw
ICHdw3/101,21.51955673,Lw
ICHdw3/102,19.23364015,Lw
ICHdw3/103,20.91712808,Lw
ICHdw3/104,20.190649,Lw
ICHdw3/111,23.05570342,Lw
ICHdw4/101,24.3245657,Lw
ICHdw4/102,22.47351702,Lw
ICHdw4/103,22.49545235,Lw
ICHdw4/104,23.22841324,Lw
ICHdw4/110,25.32173029,Lw
ICHdw_ID/101,22.8660942,Lw
ICHdw_ID/103,20.87750192,Lw
ICHdw_ID/110,24.06627336,Lw
ICHdw_ID/111,24.44842544,Lw
ICHmc1/01,22.10349958,Lw
ICHmc1/03,22.80269831,Lw
ICHmc2/01,22.48347094,Lw
ICHmc2/03,23.04495842,Lw
ICHmc2/04,22.78762898,Lw
ICHmh_MT/101,21.55666936,Lw
ICHmh_MT/102,20.04671071,Lw
ICHmh_MT/103,20.31279335,Lw
ICHmh_MT/110,22.64808997,Lw
ICHmh_MT/112,23.05897409,Lw
ICHmk1/01,22.98723258,Lw
ICHmk1/03,20.57108709,Lw
ICHmk1/04,22.28415041,Lw
ICHmk1/05,23.4411158,Lw
ICHmk1/06,24.03627073,Lw
ICHmk1/07,23.69926365,Lw
ICHmk2/01,21.2579874,Lw
ICHmk2/02,19.60904083,Lw
ICHmk2/03,20.22661181,Lw
ICHmk2/04,21.80445691,Lw
ICHmk2/05,23.12917833,Lw
ICHmk3/01,21.73401726,Lw
ICHmk3/03,20.95083911,Lw
ICHmk3/04,22.02848656,Lw
ICHmk4/101,21.90687481,Lw
ICHmk4/102,20.23180905,Lw
ICHmk4/103,21.06919155,Lw
ICHmk4/110,22.12661575,Lw
ICHmk5/101,21.69053468,Lw
ICHmk5/103,20.2167959,Lw
ICHmk5/104,21.03009049,Lw
ICHmk5/110,22.60987085,Lw
ICHmm/01,21.26169385,Lw
ICHmw1/01,22.14059224,Lw
ICHmw1/02,20.71827976,Lw
ICHmw1/03,20.95999019,Lw
ICHmw1/04,21.42268875,Lw
ICHmw1/06,22.61491221,Lw
ICHmw2/101,24.16772419,Lw
ICHmw2/102,22.15241382,Lw
ICHmw2/103,22.71892725,Lw
ICHmw2/104,23.34548654,Lw
ICHmw2/110,24.12684908,Lw
ICHmw2/111,24.92185417,Lw
ICHmw3/01,22.33889348,Lw
ICHmw3/02,20.4164908,Lw
ICHmw3/03,21.90421859,Lw
ICHmw3/04,21.54218436,Lw
ICHmw3/05,22.54258454,Lw
ICHmw3/06,23.16449055,Lw
ICHmw4/101,23.57987052,Lw
ICHmw4/102,21.84307982,Lw
ICHmw4/103,21.91644022,Lw
ICHmw4/104,22.86492767,Lw
ICHmw4/110,23.62319336,Lw
ICHmw4/112,24.00070859,Lw
ICHmw5/101,23.59708229,Lw
ICHmw5/102,21.16836199,Lw
ICHmw5/103,22.12559757,Lw
ICHmw5/104,22.81358173,Lw
ICHmw5/110,23.78743006,Lw
ICHmw5/111,24.2515317,Lw
ICHmw_MT/101,21.93352934,Lw
ICHmw_MT/102,20.60003236,Lw
ICHmw_MT/103,20.33111107,Lw
ICHmw_MT/110,22.9785014,Lw
ICHmw_MT/112,23.39139776,Lw
ICHvk1/02,19.82758997,Lw
ICHvk1/03,20.86777417,Lw
ICHvk1/04,21.14970473,Lw
ICHvk2/01,21.9646484,Lw
ICHvk2/03,20.69662228,Lw
ICHvk2/04,21.5088056,Lw
ICHvk_ID/101,23.31078013,Lw
ICHvk_ID/102,21.47332412,Lw
ICHvk_ID/103,21.31946691,Lw
ICHwk1/01,21.11766135,Lw
ICHwk1/03,20.7383964,Lw
ICHwk1/04,20.39620919,Lw
ICHwk1/05,23.14294554,Lw
ICHwk2/01,22.09860769,Lw
ICHwk2/04,20.54526003,Lw
ICHwk3/01,21.97639214,Lw
ICHwk4/01,22.16959998,Lw
ICHxw/101,21.98834135,Lw
ICHxw/103,20.93822444,Lw
ICHxw/104,20.97834681,Lw
ICHxw/110,22.47485488,Lw
ICHxw/111,23.41510719,Lw
ICHxw_WA/101,21.18454903,Lw
ICHxw_WA/103,20.14170509,Lw
ICHxw_WA/110,22.92770595,Lw
ICHxw_WA/112,23.34591278,Lw
ICHxwa/101,21.89619066,Lw
ICHxwa/103,21.36427678,Lw
ICHxwa/104,20.94282404,Lw
ICHxwa/110,22.66906873,Lw
ICHxwa/111,23.50103895,Lw
IDFdc/01,20.40693797,Lw
IDFdc/05,23.37983592,Lw
IDFdh_MT/101,21.14948876,Lw
IDFdh_MT/110,22.63257037,Lw
IDFdh_MT/111,23.09699834,Lw
IDFdh_MT/112,23.00255079,Lw
IDFdh_MT/113,23.46672675,Lw
IDFdh_WA/101,20.02436091,Lw
IDFdh_WA/110,22.63257037,Lw
IDFdh_WA/111,22.94384725,Lw
IDFdh_WA/112,23.00255079,Lw
IDFdh_WA/113,23.46672675,Lw
IDFdk1/01,19.89195134,Lw
IDFdk1/04,19.24818633,Lw
IDFdk1/05,21.99571209,Lw
IDFdk2/01,20.30329632,Lw
IDFdk2/03,19.56667401,Lw
IDFdk2/04,21.84117162,Lw
IDFdk2/05,23.26661171,Lw
IDFdk3/01,21.47928252,Lw
IDFdk3/06,20.819513,Lw
IDFdk3/07,22.11165396,Lw
IDFdk4/01,19.80070754,Lw
IDFdk4/07,19.74941611,Lw
IDFdk5/101,19.99167665,Lw
IDFdk5/104,19.72935593,Lw
IDFdk5/110,21.71650832,Lw
IDFdk_WA/101,20.93171388,Lw
IDFdm1/01,19.03894848,Lw
IDFdm1/04,17.94536974,Lw
IDFdm1/05,20.37562723,Lw
IDFdm1/06,22.60801711,Lw
IDFdm1/07,22.15554012,Lw
IDFdm2/101,19.87355984,Lw
IDFdm2/103,19.75509478,Lw
IDFdm2/104,19.84806793,Lw
IDFdm2/110,21.57641467,Lw
IDFdm2/111,22.29347488,Lw
IDFdm_MT/101,20.40619921,Lw
IDFdm_MT/103,19.53156966,Lw
IDFdm_MT/110,21.84227041,Lw
IDFdm_MT/111,22.14690243,Lw
IDFdm_MT/112,22.33144984,Lw
IDFdm_MT/113,22.84848304,Lw
IDFdm_WA/101,19.29837588,Lw
IDFdm_WA/103,18.15063487,Lw
IDFdm_WA/110,21.65228883,Lw
IDFdm_WA/112,22.07388529,Lw
IDFmw1/01,22.3749535,Lw
IDFmw1/03,20.40937856,Lw
IDFmw1/04,21.2699858,Lw
IDFmw1/05,24.46661344,Lw
IDFmw1/06,24.55999385,Lw
IDFmw2/03,19.3315831,Lw
IDFmw2/04,23.04378859,Lw
IDFww/01,21.22557122,Lw
IDFww/02,21.25915958,Lw
IDFww/03,21.25915958,Lw
IDFww/04,22.34732007,Lw
IDFww/06,24.15582361,Lw
IDFww/07,24.14312365,Lw
IDFww1/01,21.20504812,Lw
IDFww1/02,21.16804992,Lw
IDFww1/03,20.67934832,Lw
IDFww1/04,21.58326439,Lw
IDFxh1/01,20.90418323,Lw
IDFxh1/04,20.77119742,Lw
IDFxh1/05,22.01823421,Lw
IDFxh1/06,22.70729339,Lw
IDFxh1/07,22.70729339,Lw
IDFxh1/08,23.83775473,Lw
IDFxh4/01,19.77951536,Lw
IDFxh4/06,21.74826154,Lw
IDFxh4/07,21.74826154,Lw
IDFxh4/08,23.19686963,Lw
IDFxx2/110,19.91738071,Lw
IDFxx2/111,22.05068113,Lw
IDFxx_WA/111,23.6348945,Lw
IDFxx_WA/113,24.10502443,Lw
IGFdk_WA/110,23.30354006,Lw
IGFdk_WA/112,23.66730943,Lw
IGFdk_WA/113,24.06689958,Lw
IGFdw_OR/101,21.51111682,Lw
IGFdw_OR/110,23.30799817,Lw
IGFdw_OR/112,23.64137064,Lw
IGFmm_OR/101,20.75621855,Lw
IGFmm_OR/110,22.4137144,Lw
IGFmm_OR/111,22.95293836,Lw
IGFmm_OR/112,22.94422471,Lw
IGFmm_OR/113,23.48918988,Lw
MSdc1/01,20.89327022,Lw
MSdc1/02,19.95534729,Lw
MSdc1/03,19.60609767,Lw
MSdc3/01,21.81185083,Lw
MSdc3/03,21.02945483,Lw
MSdk/101,21.52454221,Lw
MSdk/103,20.21431329,Lw
MSdk/105,21.04192947,Lw
MSdk/110,22.62143761,Lw
MSdm1/01,20.73510023,Lw
MSdm1/02,18.52472227,Lw
MSdm1/03,19.75430202,Lw
MSdm1/04,20.14575287,Lw
MSdm1/05,21.22644779,Lw
MSdm1/06,22.89214962,Lw
MSdm1/07,22.40360621,Lw
MSdm1/08,22.21112548,Lw
MSdm2/01,20.81414998,Lw
MSdm2/03,18.615314,Lw
MSdm2/04,19.68687874,Lw
MSdm2/05,21.23365224,Lw
MSdm2/06,22.45211687,Lw
MSdm3/01,21.75232779,Lw
MSdm3/03,20.223441,Lw
MSdm3/04,21.02537699,Lw
MSdm3/05,22.08657127,Lw
MSdm3/06,23.18669478,Lw
MSdm_WA/101,21.28778727,Lw
MSdm_WA/102,19.08188008,Lw
MSdm_WA/103,19.2721425,Lw
MSdm_WA/110,22.19205794,Lw
MSdm_WA/112,22.74454773,Lw
MSdw/101,21.8680964,Lw
MSdw/103,20.24131386,Lw
MSdw/104,21.13457639,Lw
MSdw/110,22.79112452,Lw
MSdw_MT/101,21.3716074,Lw
MSdw_MT/103,19.54988104,Lw
MSdw_MT/110,22.35234199,Lw
MSdw_MT/112,22.78065513,Lw
MSmm_ID/103,19.62777927,Lw
MSmw1/01,20.60741122,Lw
MSmw1/03,19.77979776,Lw
MSmw1/06,23.01598833,Lw
MSmw2/03,19.44918113,Lw
MSxh_OR/101,22.24230161,Lw
MSxh_OR/102,20.60056601,Lw
MSxh_OR/103,20.82935054,Lw
MSxh_OR/110,23.13579377,Lw
MSxh_OR/111,23.52036082,Lw
MSxh_OR/112,23.51189638,Lw
MSxh_OR/113,23.90274996,Lw
MSxk1/01,20.31216269,Lw
MSxk1/02,19.09686692,Lw
MSxk1/05,19.65004939,Lw
MSxk1/06,20.15205355,Lw
MSxk1/07,21.26041905,Lw
MSxk2/01,20.36003479,Lw
MSxk2/05,20.14323222,Lw
MSxk2/06,20.3460316,Lw
MSxk2/07,21.47201189,Lw
MSxk3/01,20.76262663,Lw
MSxk3/05,20.40988104,Lw
MSxk3/06,20.76262663,Lw
MSxk_WA/101,21.0067555,Lw
MSxk_WA/103,18.87599895,Lw
MSxk_WA/110,21.87504042,Lw
MSxk_WA/112,22.44381591,Lw
MSxv/01,21.55765599,Lw
MSxv/05,21.50872045,Lw
SBPSdc/01,20.77472165,Lw
SBPSdc/05,21.34605227,Lw
SBPSmc/01,21.08172103,Lw
SBPSmk/01,21.25933966,Lw
SBPSmk/06,22.23695244,Lw
SBSdh1/01,21.09188659,Lw
SBSdh1/03,19.75484289,Lw
SBSdk/01,20.94175823,Lw
SBSdk/03,18.74820741,Lw
SBSdk/04,19.67976898,Lw
SBSdk/05,20.00289289,Lw
SBSdk/06,21.56155079,Lw
SBSdw1/01,21.58846387,Lw
SBSdw1/06,22.15957261,Lw
SBSdw2/01,21.25703365,Lw
SBSdw2/06,19.8712603,Lw
SBSdw2/08,22.49063759,Lw
SBSdw3/01,21.23002804,Lw
SBSdw3/04,20.32601364,Lw
SBSdw3/06,21.45267568,Lw
SBSdw3/07,21.63807885,Lw
SBSmc2/01,21.3086843,Lw
SBSmc2/04,21.58194642,Lw
SBSmc2/05,21.71718544,Lw
SBSmc2/06,22.10542469,Lw
SBSmc3/01,20.94039032,Lw
SBSmc3/04,20.37193517,Lw
SBSmh/01,22.46963327,Lw
SBSmh/05,21.26985052,Lw
SBSmh/06,22.28519134,Lw
SBSmk1/01,21.78958003,Lw
SBSmk1/04,20.71803065,Lw
SBSmk1/05,21.23364255,Lw
SBSmk1/07,21.81135975,Lw
SBSmm/01,21.74751635,Lw
SBSmm/05,20.40241388,Lw
SBSmm/06,20.97411467,Lw
SBSmw/01,21.53987122,Lw
SBSmw/04,20.27984611,Lw
SBSmw/06,22.25281374,Lw
SBSwk3/01,21.59594614,Lw
SBSwk3/04,21.16486349,Lw
SBSwk3/06,21.85935202,Lw
ESSFdc1/102,7.961943931,Pa
ESSFdc1/103,8.085260689,Pa
ESSFdc2/02,7.949297444,Pa
ESSFdc2/03,7.993266708,Pa
ESSFdc2/04,7.997473913,Pa
ESSFdc3/04,8.117384856,Pa
ESSFdcw/102,8.040485353,Pa
ESSFdcw/103,8.11216508,Pa
ESSFdh_WA/101,7.876117302,Pa
ESSFdh_WA/102,7.831646351,Pa
ESSFdh_WA/103,7.836557435,Pa
ESSFdk1/101,8.196947969,Pa
ESSFdk1/102,7.998246117,Pa
ESSFdk1/103,8.047328605,Pa
ESSFdk1/104,8.132882996,Pa
ESSFdk2/101,8.115519004,Pa
ESSFdk2/102,8.000113742,Pa
ESSFdk2/103,8.112740565,Pa
ESSFdk2/104,8.176270071,Pa
ESSFdk_MT/101,8.256898947,Pa
ESSFdk_MT/102,8.067699459,Pa
ESSFdkp_MT/00,8.190037999,Pa
ESSFdkw/102,8.115183461,Pa
ESSFdkw/103,8.18755612,Pa
ESSFdm_ID/101,8.002195257,Pa
ESSFdm_ID/102,8.001364366,Pa
ESSFdm_ID/103,7.959527378,Pa
ESSFdm_ID/111,8.118741723,Pa
ESSFdmp_ID/00,8.072262465,Pa
ESSFdv1/01,7.908486802,Pa
ESSFdv1/02,7.788299818,Pa
ESSFdv1/03,7.776060699,Pa
ESSFdv1/04,7.821708639,Pa
ESSFdv1/05,7.928208426,Pa
ESSFdv1/06,7.926143015,Pa
ESSFdv2/01,7.894329793,Pa
ESSFdv2/02,7.740039101,Pa
ESSFdv2/03,7.730014665,Pa
ESSFdv2/04,7.835108889,Pa
ESSFdv2/05,7.909512036,Pa
ESSFdv2/06,7.901064684,Pa
ESSFdvw/01,7.767101361,Pa
ESSFdvw/02,7.640874111,Pa
ESSFdvw/03,7.649178917,Pa
ESSFdvw/06,7.813045975,Pa
ESSFmh/102,7.985576946,Pa
ESSFmk/02,8.11994238,Pa
ESSFmk/03,8.189811899,Pa
ESSFmm3/102,8.061490388,Pa
ESSFmm3/103,8.117418935,Pa
ESSFmm3/104,8.195494669,Pa
ESSFmw/02,7.973684438,Pa
ESSFmw/03,8.009822737,Pa
ESSFmw1/02,7.963512472,Pa
ESSFmw1/03,7.998435695,Pa
