"Unit","Spp","SIPred","aSMR"
"ICHwk3/08","Bl",15.7359999213032,8
"ICHwk3/09","Bl",17.2899880435528,8
"ICHwk4/01","Bl",17.9443052246755,6
"ICHwk4/02","Bl",13.5885223426299,4.25
"ICHwk4/03","Bl",15.0014145411582,4.25
"ICHwk4/04","Bl",14.2976838012361,4.75
"ICHwk4/05","Bl",17.2631119775687,5.1
"ICHwk4/07","Bl",18.1948162979959,6.5
"ICHwk4/08","Bl",15.6707166288886,8
"IDFdc/01","Bl",15.1083987666555,3.25
"IDFdc/02","Bl",14.5006343850903,1.66666666666667
"IDFdc/03","Bl",15.3578755589673,2.9
"IDFdc/05","Bl",18.346489890847,5.14285714285714
"IDFdc/06","Bl",17.4488937379132,5.85714285714286
"IDFdk1/01","Bl",16.0958470679278,3.25
"IDFdk1/02","Bl",15.4869975587262,1
"IDFdk1/03","Bl",15.5922719480922,1.85714285714286
"IDFdk1/04","Bl",16.2647311881656,2.83333333333333
"IDFdk1/05","Bl",18.2866730287746,4
"IDFdk1/06","Bl",19.2343634699136,5.25
"IDFdk2/01","Bl",16.2870661748441,3.25
"IDFdk2/02","Bl",15.6656506938548,1.66666666666667
"IDFdk2/03","Bl",16.4895296729972,2.9
"IDFdk2/04","Bl",18.474758386616,4
"IDFdk2/05","Bl",19.6962578873779,5.14285714285714
"IDFdk2/06","Bl",18.7987707107038,5.85714285714286
"IDFdk2/07","Bl",18.1371051568358,7.14285714285714
"IDFdm1/01","Bl",16.2339742740819,2.75
"IDFdm1/03","Bl",15.7830158106296,1.59090909090909
"IDFdm1/04","Bl",15.7940585326875,2
"IDFdm1/05","Bl",17.4027402555566,3
"IDFdm1/06","Bl",19.2475210654103,4.5
"IDFdm1/07","Bl",18.8878461520255,5.9
"IDFdw/01","Bl",15.4461721965751,3.0625
"IDFdw/d","Bl",14.701326269833,1.75
"IDFdw/h","Bl",17.4326956036166,6.16666666666667
"IDFmw1/01","Bl",18.0746205944444,3.66666666666667
"IDFmw1/02","Bl",16.1937773172437,1.34615384615385
"IDFmw1/03","Bl",15.9636074567786,2.22727272727273
"IDFmw1/04","Bl",16.7689546135546,2.78571428571429
"IDFmw1/05","Bl",19.7768508649019,5.25
"IDFmw1/06","Bl",19.7768508649019,5.25
"IDFmw2/01","Bl",17.8657125231889,4
"IDFmw2/02","Bl",15.0873023430627,1.75
"IDFmw2/03","Bl",15.8949931438926,2.54545454545455
"IDFmw2/04","Bl",20.1762554724225,5.16666666666667
"IDFmw2/05","Bl",17.2526839739801,7.25
"IDFww/01","Bl",15.6448855551496,3.25
"IDFww/02","Bl",15.0794099061562,1
"IDFww/03","Bl",15.0794099061562,2
"IDFww/04","Bl",17.5165450229054,3.25
"IDFww/05","Bl",19.5761938629447,4.5
"IDFww/06","Bl",19.9044122200598,6
"IDFww/07","Bl",16.6464073561121,8
"IDFww1/01","Bl",15.488034874501,2.75
"IDFww1/02","Bl",15.2333554703111,0.5
"IDFww1/03","Bl",15.2333554703111,1.5
"IDFww1/04","Bl",17.4299424194566,2.75
"IDFww1/05","Bl",19.4188439800551,4
"IDFww1/06","Bl",20.1853162408833,6
"IDFww1/07","Bl",16.9519518484781,8
"MHmm2/01","Bl",11.980438859187,4.66666666666667
"MHmm2/02","Bl",9.310452394711,3
"MHmm2/03","Bl",13.5511877496613,4.66666666666667
"MHmm2/04","Bl",14.1688636333755,6.5
"MHmm2/05","Bl",15.5361957781417,6.5
"MHmm2/06","Bl",12.2038090630266,7.5
"MHmm2/07","Bl",13.4547116852965,7.5
"MHmm2/08","Bl",10.7978251575046,8
"MHmm2/09","Bl",11.9998519909501,8
"MSdc1/01","Bl",14.0459884863103,3.75
"MSdc1/02","Bl",11.7362249422398,1.75
"MSdc1/03","Bl",12.8014488587532,3
"MSdc1/04","Bl",15.2462758543237,4.75
"MSdc2/01","Bl",14.621495690097,4.25
"MSdc2/02","Bl",12.0523613624915,2.45454545454545
"MSdc2/03","Bl",13.1174587432716,3.5
"MSdc2/04","Bl",13.1174587432716,3.5
"MSdc2/05","Bl",14.2922360679227,6.5
"MSdc2/06","Bl",14.6439604351831,6.5
"MSdc2/08","Bl",13.0479303458301,7.5
"MSdc3/01","Bl",13.3204778543434,4.25
"MSdc3/02","Bl",10.9113710105061,2.45454545454545
"MSdc3/03","Bl",11.9498273957808,3.5
"MSdc3/04","Bl",11.9498273957808,3.5
"MSdk/101","Bl",15.8370377036741,3.83333333333333
"MSdk/102","Bl",13.3600945650548,2.4
"MSdk/103","Bl",14.030537869622,3
"MSdk/104","Bl",15.3546332530396,4.33333333333333
"MSdk/105","Bl",14.7158968895103,3.5
"MSdk/110","Bl",17.6438268288064,5.5
"MSdk/111","Bl",15.7779850568272,7.25
"MSdk/112","Bl",14.8496268009492,7.25
"MSdm1/01","Bl",17.3327651565615,4.18181818181818
"MSdm1/02","Bl",14.3365311983766,2.40909090909091
"MSdm1/03","Bl",14.4129517621348,3.0625
"MSdm1/04","Bl",16.0651320529991,3.72727272727273
"MSdm1/05","Bl",18.3255358895063,5.3
"MSdm1/06","Bl",17.9332867642608,6
"MSdm1/07","Bl",16.1167695518826,7.25
"MSdm1/08","Bl",17.0200711217474,7.15
"MSdm2/01","Bl",16.4221876287619,4.5
"MSdm2/02","Bl",13.5181405688807,2.16666666666667
"MSdm2/03","Bl",13.9863377994674,2.83333333333333
"MSdm2/04","Bl",14.9048587756749,3.55555555555556
"MSdm2/05","Bl",17.3264417565454,5.33333333333333
"MSdm2/06","Bl",17.1152760034547,5.5
"MSdm2/07","Bl",14.6851352701774,7.25
"MSdm3/01","Bl",16.6214345038489,4.7
"MSdm3/03","Bl",14.2926068390197,3
"MSdm3/04","Bl",15.3825123705197,3.72222222222222
"MSdm3/05","Bl",17.601533424031,5.5
"MSdm3/06","Bl",17.7203753673202,5.625
"MSdm3/07","Bl",15.6838366458748,7.25
"MSdv/01","Bl",14.5835522891005,5
"MSdv/02","Bl",11.2643835985459,2.33333333333333
"MSdv/03","Bl",10.2620559963783,3.25
"MSdv/04","Bl",11.7808012951091,3.25
"MSdv/05","Bl",11.7808012951091,3.25
"MSdv/06","Bl",14.6555165092532,5.5
"MSdv/07","Bl",14.6555165092532,5.5
"MSdv/08","Bl",12.6892795201666,7.25
"MSdv/09","Bl",12.6892795201666,7.25
"MSdw/101","Bl",17.3118078672259,4.5
"MSdw/102","Bl",14.1611307731962,2.66666666666667
"MSdw/103","Bl",14.5196395403869,3
"MSdw/104","Bl",16.0919844620735,3.6
"MSdw/110","Bl",18.0353905368796,5.5
"MSdw/111","Bl",16.1085273657886,7.25
"MSdw/112","Bl",15.3034896878507,7.25
"MSmw1/01","Bl",15.7709520762571,3.75
"MSmw1/02","Bl",13.7404480471173,1.75
"MSmw1/03","Bl",14.3587382329454,2.83333333333333
"MSmw1/06","Bl",17.6572602162518,5.33333333333333
"MSmw1/08","Bl",14.7865787826364,7.25
"MSmw2/01","Bl",15.8013613449618,3.75
"MSmw2/02","Bl",13.9812461461803,1.75
"MSmw2/03","Bl",14.5399145020521,2.66666666666667
"MSmw2/06","Bl",17.68562526712,5.16666666666667
"MSmw2/08","Bl",14.8139913180539,7.25
"MSxk1/01","Bl",14.4959946635505,3.75
"MSxk1/02","Bl",12.6876437586161,2.5
"MSxk1/05","Bl",13.9931354764098,3.54545454545455
"MSxk1/06","Bl",14.4959946635505,3.75
"MSxk1/07","Bl",15.4645904215898,4.875
"MSxk1/08","Bl",16.3336508920365,5.22727272727273
"MSxk1/09","Bl",15.9715682140609,6.16666666666667
"MSxk2/01","Bl",14.2358633844664,3.5
"MSxk2/02","Bl",12.7457811288353,2.125
"MSxk2/05","Bl",14.4439918642028,3.22727272727273
"MSxk2/06","Bl",14.2358633844664,3.5
"MSxk2/07","Bl",15.5251937563619,4.625
"MSxk2/08","Bl",16.9019600074034,5.04545454545455
"MSxk2/09","Bl",16.8395746428042,6
"MSxk3/01","Bl",12.7433180754813,4.25
"MSxk3/02","Bl",11.0359441176551,2.875
"MSxk3/05","Bl",12.1779634879826,3.90909090909091
"MSxk3/06","Bl",12.7433180754813,4.25
"MSxk3/07","Bl",13.0201892136044,5.375
"MSxk3/08","Bl",13.4036243614354,5.72727272727273
"MSxk3/09","Bl",12.8223470934113,6.66666666666667
"MSxv/01","Bl",13.736951159905,4.1
"MSxv/02","Bl",10.5180263667728,2.75
"MSxv/03","Bl",11.9082315722177,2.7
"MSxv/04","Bl",12.5311762432864,3.5
"MSxv/05","Bl",14.4051691074622,4.5
"MSxv/06","Bl",15.0335338759245,5.5
"MSxv/07","Bl",14.1410861794445,6
"MSxv/08","Bl",13.4220637084974,7.25
"MSxv/09","Bl",11.6658335309296,7.25
"SBPSmk/01","Bl",16.7978286009466,4
"SBPSmk/02","Bl",14.1531937624825,2
"SBPSmk/03","Bl",14.321842497293,2.25
"SBPSmk/04","Bl",15.9510015234805,3.14285714285714
"SBPSmk/06","Bl",17.8117768181963,5
"SBPSmk/07","Bl",18.1186552675428,6.5
"SBPSmk/08","Bl",15.2305478729852,8
"SBSdh1/01","Bl",16.6557281415844,3.75
"SBSdh1/02","Bl",13.408276017032,2.5
"SBSdh1/03","Bl",14.0771927204473,2.5
"SBSdh1/04","Bl",14.7719197608641,3.25
"SBSdh1/05","Bl",15.8634231082853,3.78571428571429
"SBSdh1/06","Bl",18.0656408938095,4.75
"SBSdh1/07","Bl",18.5209728995073,6
"SBSdh1/08","Bl",14.8058689770624,7.5
"SBSdh2/01","Bl",15.8284532126398,4
"SBSdh2/02","Bl",12.5155687312158,2.75
"SBSdh2/03","Bl",12.5155687312158,2.75
"SBSdh2/04","Bl",13.7160447608808,3.25
"SBSdh2/05","Bl",14.963359834924,4.125
"SBSdh2/06","Bl",17.111233467508,5.25
"SBSdh2/07","Bl",17.331025807508,6.05555555555556
"SBSdh2/08","Bl",15.6558016179026,6.5
"SBSdw1/01","Bl",16.9268618800634,3.875
"SBSdw1/02","Bl",14.8111366218858,2
"SBSdw1/03","Bl",15.3324816806089,3.25
"SBSdw1/04","Bl",14.9239204580756,3.5
"SBSdw1/06","Bl",18.0960290293392,5
"SBSdw1/07","Bl",18.3722218723066,5.5
"SBSdw1/09","Bl",18.6624256057455,6.5
"SBSdw2/01","Bl",16.6731378725674,3.8
"SBSdw2/02","Bl",14.730456466684,2
"SBSdw2/03","Bl",13.3019318700867,2.5
"SBSdw2/04","Bl",14.82902962193,2.5
"SBSdw2/06","Bl",15.3875436697267,3.5
"SBSdw2/07","Bl",15.0373391853533,3.75
"SBSdw2/08","Bl",19.0753419538779,5.6
"SBSdw2/09","Bl",19.1902804029301,5.75
"SBSdw2/10","Bl",18.4983021634716,6.5
"SBSdw2/11","Bl",16.1768218823697,7.25
"SBSdw3/01","Bl",15.2186119907786,4
"SBSdw3/02","Bl",12.5584375218672,2.5
"SBSdw3/03","Bl",11.4965660839554,3
"SBSdw3/04","Bl",13.7156317704576,3.5
"SBSdw3/05","Bl",14.4121576352105,4.33333333333333
"SBSdw3/06","Bl",16.0626915181957,4.75
"SBSdw3/07","Bl",16.164126305313,5.5
"SBSdw3/08","Bl",16.6033398185878,6
"SBSdw3/09","Bl",16.6184057405206,6.5
"SBSdw3/10","Bl",14.2722687765092,8
"SBSmc1/01","Bl",15.5886279410163,4.16666666666667
"SBSmc1/02","Bl",13.5710944931346,3.25
"SBSmc1/03","Bl",13.5710944931346,3.25
"SBSmc1/07","Bl",17.0078439768576,6
"SBSmc1/08","Bl",15.4633441991197,7.5
"SBSmc2/01","Bl",16.0055633330362,4
"SBSmc2/02","Bl",14.0140510961008,2.75
"SBSmc2/04","Bl",17.0392539847111,5.16666666666667
"SBSmc2/05","Bl",17.0392539847111,5.16666666666667
"SBSmc2/06","Bl",17.5492266310715,5
"SBSmc2/07","Bl",15.8970132358819,6
"SBSmc2/08","Bl",17.8742266453718,5.9
"SBSmc2/09","Bl",18.7436698123461,6
"SBSmc2/10","Bl",16.05655946063,7.25
"SBSmc2/11","Bl",16.05655946063,7.25
"SBSmc2/12","Bl",15.6731092434089,8
"SBSmc3/01","Bl",15.9843054150068,4.5
"SBSmc3/02","Bl",11.6000895604628,2.5
"SBSmc3/03","Bl",11.4646466071993,3
"SBSmc3/04","Bl",13.2447845286925,3.5
"SBSmc3/05","Bl",13.6036548269639,4
"SBSmc3/06","Bl",14.7692112939543,5.5
"SBSmc3/07","Bl",16.2348091518739,5.5
"SBSmc3/08","Bl",16.2128402312653,6.5
"SBSmc3/09","Bl",13.8710443257922,8
"SBSmh/01","Bl",18.0595569308908,4
"SBSmh/02","Bl",14.9652573336867,1.5
"SBSmh/03","Bl",14.1794879277486,2.5
"SBSmh/04","Bl",15.9152051506347,2.8
"SBSmh/05","Bl",16.4113814336497,3.2
"SBSmh/06","Bl",18.0673626101807,4.25
"SBSmh/07","Bl",20.4016819744552,5
"SBSmh/09","Bl",18.7628682165087,6
"SBSmk1/01","Bl",17.8340212018736,5.25
"SBSmk1/02","Bl",13.8187832479511,2.5
"SBSmk1/03","Bl",12.983646162879,3
"SBSmk1/04","Bl",14.9410831398563,3.5
"SBSmk1/05","Bl",16.4072554336529,4.25
"SBSmk1/07","Bl",17.6275075314437,6
"SBSmk1/08","Bl",17.6191070981153,6.5
"SBSmk1/09","Bl",15.5291594402277,7.5
"SBSmk1/10","Bl",16.2260121446316,8
"SBSmk2/01","Bl",16.1691650631286,4.875
"SBSmk2/02","Bl",11.5474502091318,2.75
"SBSmk2/03","Bl",14.6108072556666,4.25
"SBSmk2/05","Bl",16.0867665507273,6
"SBSmm/01","Bl",17.4312558325244,4.83333333333333
"SBSmm/02","Bl",12.6157194384655,2.7
"SBSmm/03","Bl",12.958263855976,2.8
"SBSmm/04","Bl",14.6359688656351,3.5
"SBSmm/05","Bl",13.979121726046,3.5
"SBSmm/06","Bl",15.934572493169,4.25
"SBSmm/07","Bl",17.6726859439517,5.25
"SBSmm/09","Bl",15.1460215805925,7.5
"SBSmw/01","Bl",16.3912955127378,4.25
"SBSmw/02","Bl",13.6478143261415,2.5
"SBSmw/03","Bl",13.6750447022613,3.16666666666667
"SBSmw/04","Bl",15.1278756554817,3.16666666666667
"SBSmw/06","Bl",17.012084891125,6
"SBSmw/07","Bl",16.8360042307245,6
"SBSmw/08","Bl",18.2262797429966,6.5
"SBSmw/09","Bl",16.6743189833886,7
"SBSmw/10","Bl",15.636477981272,8
"SBSun/d","Bl",12.7761805584442,2.5
"SBSun/h","Bl",15.5680333015568,7
"SBSun/m","Bl",15.1480950342683,4.25
"SBSvk/01","Bl",18.686319075041,5.75
"SBSvk/02","Bl",12.6262141073958,3.75
"SBSvk/03","Bl",14.8275032048603,4.66666666666667
"SBSvk/04","Bl",16.2427946510755,5
"SBSvk/05","Bl",17.9837721003074,6
"SBSvk/06","Bl",17.4786340636765,6.83333333333333
"SBSvk/07","Bl",16.2174002219727,7.5
"SBSvk/08","Bl",14.5479732731702,8
"SBSvk/09","Bl",11.6602883927989,3.5
"SBSvk/10","Bl",16.6673913643711,7.75
"SBSwk1/01","Bl",18.9967616899848,5.4
"SBSwk1/02","Bl",13.7369891982913,3
"SBSwk1/03","Bl",14.7393571159194,3.5
"SBSwk1/04","Bl",15.8839574547421,3.75
"SBSwk1/05","Bl",17.092324845881,4.4
"SBSwk1/07","Bl",18.1300615530538,6
"SBSwk1/08","Bl",19.0978055627376,6
"SBSwk1/09","Bl",17.9735356702475,7
"SBSwk1/10","Bl",18.8327973416858,7
"SBSwk1/11","Bl",16.4211139373037,7.6
"SBSwk1/12","Bl",16.3842761344908,5
"SBSwk2/01","Bl",15.4813979695824,4.5
"SBSwk2/02","Bl",12.0430473584042,3.25
"SBSwk2/03","Bl",14.5077813296737,4
"SBSwk2/05","Bl",16.7916486156905,6
"SBSwk2/06","Bl",16.6075489300563,7
"SBSwk3/01","Bl",17.1390334038441,4.5
"SBSwk3/02","Bl",13.7646769733754,2.75
"SBSwk3/03","Bl",14.2965790277071,3
"SBSwk3/04","Bl",16.6017303957549,4
"SBSwk3/06","Bl",17.8826034729142,5.25
"SBSwk3/07","Bl",17.6686443767031,6
"SBSwk3/08","Bl",17.3120321266644,7
"SBSwk3a/01","Bl",15.1943641269424,4.5
"SBSwk3a/02","Bl",12.0056223750971,2.75
"SBSwk3a/03","Bl",12.6259875444913,3
"SBSwk3a/04","Bl",13.4903806120649,3.5
"SBSwk3a/05","Bl",15.705031155103,5.5
"SBSwk3a/06","Bl",16.2108006408008,5
"SBSwk3a/07","Bl",16.2495842118628,6
"SWBmk/01","Bl",13.6264264541187,5.5
"SWBmk/02","Bl",8.12918590420682,3.5
"SWBmk/03","Bl",9.51781713231962,3.75
"SWBmk/04","Bl",13.3401361354515,5.2
"SWBmk/05","Bl",12.6318616075337,5.7
"SWBmk/06","Bl",14.0943373559536,6.5
"SWBmk/07","Bl",13.203597486148,7
"SWBmk/08","Bl",13.0196389255958,7
"SWBmk/09","Bl",10.9320203301262,7.8
"CDFmm/01","Cw",18.58584051189,3.33333333333333
"CDFmm/02","Cw",13.2620760057481,1.75
"CDFmm/03","Cw",18.3183348792127,1.75
"CDFmm/04","Cw",22.9387146119609,3.33333333333333
"CDFmm/05","Cw",23.5790308777642,5.75
"CDFmm/06","Cw",27.4673237112986,5.75
"CDFmm/10","Cw",10.5265710830687,8
"CDFmm/11","Cw",17.4996215511548,8
"CWHdm/01","Cw",25.0325517304932,4.75
"CWHdm/02","Cw",15.2740457749884,2.5
"CWHdm/03","Cw",20.2250375078964,3.25
"CWHdm/04","Cw",24.0375648863951,3.25
"CWHdm/05","Cw",28.2915293569439,4.75
"CWHdm/06","Cw",25.3808464968924,6.5
"CWHdm/07","Cw",29.3977746683686,6.5
"CWHdm/11","Cw",13.6666969759825,8
"CWHdm/12","Cw",21.0030596641973,8
"CWHds1/01","Cw",19.4988864509589,4
"CWHds1/02","Cw",12.9082183284405,1.5
"CWHds1/03","Cw",14.1296706524826,2.75
"CWHds1/04","Cw",18.9938470902383,2.75
"CWHds1/05","Cw",23.6102376847904,4
"CWHds1/06","Cw",23.7471398818931,6
"CWHds1/07","Cw",27.8365482186185,6
"CWHds1/11","Cw",12.2966474114327,8
"CWHds1/12","Cw",19.3163517995929,8
"CWHds2/01","Cw",18.3801521826233,4
"CWHds2/02","Cw",12.5004969918958,1.5
"CWHds2/03","Cw",13.2110652789636,2.75
"CWHds2/04","Cw",18.1263126728464,2.75
"CWHds2/05","Cw",22.5687856498026,4
"CWHds2/06","Cw",22.9120620806824,6
"CWHds2/07","Cw",26.9004640088903,6
"CWHds2/11","Cw",12.1627463827298,8
"CWHds2/12","Cw",18.7780489358764,8
"CWHmm1/01","Cw",23.3239662783362,4.75
"CWHmm1/02","Cw",14.2431476377435,2.5
"CWHmm1/03","Cw",18.9957315578901,3.25
"CWHmm1/04","Cw",22.8499274552142,3.25
"CWHmm1/05","Cw",26.6663769589358,4.75
"CWHmm1/06","Cw",23.8973011052627,6.5
"CWHmm1/07","Cw",27.8952276200201,6.5
"CWHmm1/11","Cw",12.9434235723257,8
"CWHmm1/12","Cw",20.2517639647405,8
"CWHmm2/01","Cw",21.4039401472426,4.75
"CWHmm2/02","Cw",12.197348536187,2.5
"CWHmm2/03","Cw",17.1931410644703,3.25
"CWHmm2/04","Cw",20.4366391347285,3.25
"CWHmm2/05","Cw",24.09061093764,4.75
"CWHmm2/06","Cw",21.1589551650464,6
"CWHmm2/07","Cw",18.4513308641166,7
"CWHmm2/08","Cw",24.7551085228135,6.5
"CWHmm2/09","Cw",11.1649883668442,8
"CWHmm2/10","Cw",17.9442313030902,8
"CWHms1/01","Cw",19.5959295330956,4.5
"CWHms1/02","Cw",11.307926199581,2
"CWHms1/03","Cw",16.1156064461985,3.25
"CWHms1/04","Cw",22.3929010528766,4.5
"CWHms1/05","Cw",20.800101014425,6.5
"CWHms1/06","Cw",24.2296170040146,6.5
"CWHms1/10","Cw",11.9492477127268,8
"CWHms1/11","Cw",18.3289106635725,8
"CWHms2/01","Cw",20.0055490617051,4.75
"CWHms2/02","Cw",10.6390833349589,2.5
"CWHms2/03","Cw",15.6463410918682,3.25
"CWHms2/04","Cw",23.8504258048003,4.75
"CWHms2/05","Cw",19.200897736975,6.5
"CWHms2/06","Cw",24.4065620705795,6.5
"CWHms2/10","Cw",10.2010106145529,8
"CWHms2/11","Cw",18.1308032703144,8
"CWHvh1/01","Cw",18.0790374876771,6.25
"CWHvh1/02","Cw",9.7368125879694,3
"CWHvh1/03","Cw",15.2083337133322,4
"CWHvh1/04","Cw",19.2346508227438,5
"CWHvh1/05","Cw",23.2295582068055,4.75
"CWHvh1/06","Cw",24.2581284134104,5.5
"CWHvh1/07","Cw",21.8439612450436,7.25
"CWHvh1/11","Cw",14.2407616205565,7.25
"CWHvh1/12","Cw",7.9355948618899,8
"CWHvh1/13","Cw",16.3575331094327,8
"CWHvh2/01","Cw",18.4789936103923,6.25
"CWHvh2/02","Cw",11.372450805456,3
"CWHvh2/03","Cw",16.3470177418699,4
"CWHvh2/04","Cw",20.1377154470838,5
"CWHvh2/05","Cw",23.5737433063835,4.75
"CWHvh2/06","Cw",24.7360884307955,5.5
"CWHvh2/07","Cw",22.5199844802343,6.83333333333333
"CWHvh2/11","Cw",14.3473173625343,7.25
"CWHvh2/12","Cw",8.47241408664027,8
"CWHvh2/13","Cw",16.5017937597811,8
"CWHvh3/101","Cw",19.3018158937242,5.9375
"CWHvh3/102","Cw",11.7450478558825,3.66666666666667
"CWHvh3/105","Cw",19.5995640804453,4.75
"CWHvh3/106","Cw",22.6726017390045,4.75
"CWHvh3/110","Cw",23.7191898339516,6
"CWHvh3/114","Cw",23.6395846284353,6.5
"CWHvh3/115","Cw",13.7263879613116,7.25
"CWHvh3/117","Cw",19.1183090056937,8
"CWHvm1/01","Cw",20.7526122424436,5.25
"CWHvm1/02","Cw",10.5661130730674,3
"CWHvm1/03","Cw",16.4000173962455,4
"CWHvm1/04","Cw",21.0029141894992,4
"CWHvm1/05","Cw",24.8794767815251,5.25
"CWHvm1/06","Cw",17.9237022544864,7
"CWHvm1/07","Cw",24.0163900545811,7
"CWHvm1/08","Cw",24.0163900545811,7
"CWHvm1/12","Cw",15.0078313888476,7.25
"CWHvm1/13","Cw",9.65620874542592,8
"CWHvm1/14","Cw",17.8069006940031,8
"CWHvm2/01","Cw",20.0397627856424,5.25
"CWHvm2/02","Cw",10.5847896835006,3
"CWHvm2/03","Cw",15.9869917582174,4
"CWHvm2/04","Cw",20.091431251529,4
"CWHvm2/05","Cw",24.0032416131718,5.25
"CWHvm2/06","Cw",18.8780787335369,6.5
"CWHvm2/07","Cw",22.3531798270672,7.25
"CWHvm2/08","Cw",22.3531798270672,7.25
"CWHvm2/09","Cw",13.6421217450273,7.625
"CWHvm2/10","Cw",9.57650243319384,8
"CWHvm2/11","Cw",17.109932171992,8
"CWHwh1/101","Cw",20.1234554597267,5.5
"CWHwh1/102","Cw",16.7379018227908,4.0625
"CWHwh1/105","Cw",22.6764158556068,4.5
"CWHwh1/110","Cw",15.4670774623814,6.16666666666667
"CWHwh1/111","Cw",24.501706224493,6
"CWHwh1/115","Cw",10.5515351264145,7.5
"CWHwh1/116","Cw",21.2113465382062,7.5
"CWHwh1/118","Cw",16.8626175800464,7.75
"CWHwh2/101","Cw",17.4301488772476,5.1
"CWHwh2/110","Cw",22.7829747642823,6.25
"CWHwh2/111","Cw",11.6402870047365,8
"CWHwh2/112","Cw",15.5971750483552,8
"CWHwm/01","Cw",19.6891885871713,5.5
"CWHwm/02","Cw",15.3937572905798,3.75
"CWHwm/03","Cw",23.6892851319694,5.3
"CWHwm/04","Cw",22.8829909200691,7
"CWHwm/09","Cw",17.1038069179916,7.75
"CWHwm/10","Cw",9.35644076641084,8
"CWHws1/01","Cw",20.1259638182505,4.25
"CWHws1/02","Cw",11.4874899540666,2
"CWHws1/03","Cw",16.1219516561112,3
"CWHws1/04","Cw",24.1191971606549,4.6
"CWHws1/05","Cw",21.5149959336693,6.5
"CWHws1/06","Cw",25.6167461199327,6.5
"CWHws1/11","Cw",19.2375682131236,8
"CWHws2/01","Cw",16.8900870786892,4.75
"CWHws2/02","Cw",8.72305054316233,2.5
"CWHws2/03","Cw",13.5078704958687,3.25
"CWHws2/04","Cw",19.1756020097886,4.75
"CWHws2/05","Cw",16.7133471875133,6.5
"CWHws2/06","Cw",20.2557129692993,6.5
"CWHws2/10","Cw",8.81103241518205,8
"CWHws2/11","Cw",14.7243625174915,8
"CWHxm1/01","Cw",19.8605095571769,4
"CWHxm1/02","Cw",13.5595245000333,1.5
"CWHxm1/03","Cw",14.3710888102983,2.75
"CWHxm1/04","Cw",19.4258453618774,2.75
"CWHxm1/05","Cw",24.0616473571234,4
"CWHxm1/06","Cw",24.3581862758376,6
"CWHxm1/07","Cw",28.4581001481549,6
"CWHxm1/11","Cw",11.393743722476,8
"CWHxm1/12","Cw",18.6827265974331,8
"CWHxm2/01","Cw",22.2200590313096,4.25
"CWHxm2/02","Cw",14.255331246545,2
"CWHxm2/03","Cw",17.551677814923,3
"CWHxm2/04","Cw",21.9393738107958,3
"CWHxm2/05","Cw",26.125078731132,4.25
"CWHxm2/06","Cw",24.1099788317588,6.5
"CWHxm2/07","Cw",28.1993494155541,6.5
"CWHxm2/11","Cw",12.5676747114542,8
"CWHxm2/12","Cw",19.8894037336226,8
"ESSFmh/101","Cw",16.3102777963307,5
"ESSFmh/102","Cw",10.3510319544787,3
"ESSFmh/103","Cw",14.0683033312028,3.5
"ESSFmh/104","Cw",12.59593338502,3.75
"ESSFmh/105","Cw",14.065614193095,3.83333333333333
"ESSFmh/110","Cw",17.2796916256234,5.75
"ESSFmh/111","Cw",17.8927245128492,6.5
"ESSFmh/112","Cw",16.4238496838926,7
"ESSFmw/01","Cw",14.7335554689397,4.25
"ESSFmw/02","Cw",9.11482802887751,2.25
"ESSFmw/03","Cw",13.2043259916549,3.33333333333333
"ESSFmw/04","Cw",13.9336049679112,4
"ESSFmw/05","Cw",15.9860632647947,5.25
"ESSFmw/06","Cw",16.7087390278773,5.83333333333333
"ESSFmw/07","Cw",17.8141720167954,7
"ESSFmw/08","Cw",13.9479413789377,7.5
"ESSFmw1/01","Cw",16.5440567675515,4.25
"ESSFmw1/02","Cw",10.7025286513005,2.25
"ESSFmw1/03","Cw",14.9662860062714,3.33333333333333
"ESSFmw1/04","Cw",15.6156237643775,4
"ESSFmw1/05","Cw",17.7867721596298,5.25
"ESSFmw1/06","Cw",18.7766378467788,5.83333333333333
"ESSFmw1/07","Cw",19.8607256509433,7
"ESSFmw1/08","Cw",15.6790817365878,7.5
"ESSFmw2/01","Cw",17.5646201053849,4.5
"ESSFmw2/02","Cw",10.9034810719418,2.5
"ESSFmw2/03","Cw",15.2269389502883,3.5
"ESSFmw2/04","Cw",16.4032679823541,4.16666666666667
"ESSFmw2/05","Cw",18.3926099395646,5.5
"ESSFmw2/06","Cw",19.3014568065346,6
"ESSFmw2/07","Cw",19.706003546449,7
"ESSFmw2/08","Cw",15.4885914579466,7.5
"ESSFwh1/101","Cw",16.1997563793311,5.5
"ESSFwh1/102","Cw",12.9491073806956,3.5
"ESSFwh1/103","Cw",14.3827864930295,4.16666666666667
"ESSFwh1/104","Cw",14.4365339070544,4.33333333333333
"ESSFwh1/110","Cw",16.5316419691717,7
"ESSFwh1/111","Cw",14.8530677007418,7.75
"ESSFwh2/101","Cw",16.2888865788654,4.8
"ESSFwh2/102","Cw",13.8029395559633,3.2
"ESSFwh2/103","Cw",14.7099581202018,3.5
"ESSFwh2/104","Cw",15.0547964133649,4.5
"ESSFwh2/110","Cw",17.0637395616778,5.66666666666667
"ESSFwh2/111","Cw",17.5943583708028,6.5
"ESSFwh2/112","Cw",15.1056484157684,7.5
