MergedBGC,Source,SS_NoSpace,SSprob,SSCurrent,FuturePeriod,SiteNo
BWBSmw,BECv10,BWBSmw/101,0.000664251,SBSmc2/01,2025,7
CWHds2,BECv10,CWHds2/01,0.00017567,SBSmc2/01,2025,7
CWHds2,BECv10,CWHds2/05,6.59E-05,SBSmc2/01,2025,7
CWHwm,BECv10,CWHwm/01,0.000232256,SBSmc2/01,2025,7
CWHwm,BECv10,CWHwm/03,6.97E-05,SBSmc2/01,2025,7
CWHws1,BECv10,CWHws1/01,0.00145934,SBSmc2/01,2025,7
CWHws1,BECv10,CWHws1/04,0.000291868,SBSmc2/01,2025,7
CWHws2,BECv10,CWHws2/01,0.064251208,SBSmc2/01,2025,7
CWHws2,BECv10,CWHws2/04,0.024094203,SBSmc2/01,2025,7
ESSFdc1,BECv10,ESSFdc1/101,0.000790514,SBSmc2/01,2025,7
ESSFdc1,BECv10,ESSFdc1/103,0.000592885,SBSmc2/01,2025,7
ESSFdc1,BECv10,ESSFdc1/110,6.59E-05,SBSmc2/01,2025,7
ESSFdc2,BECv10,ESSFdc2/01,0.000604331,SBSmc2/01,2025,7
ESSFdc2,BECv10,ESSFdc2/03,0.000100722,SBSmc2/01,2025,7
ESSFdc2,BECv10,ESSFdc2/04,0.000134296,SBSmc2/01,2025,7
ESSFdc2,BECv10,ESSFdc2/05,0.000134296,SBSmc2/01,2025,7
ESSFdc2,BECv10,ESSFdc2/06,0.000113312,SBSmc2/01,2025,7
ESSFdc3,BECv10,ESSFdc3/01,0.001645123,SBSmc2/01,2025,7
ESSFdc3,BECv10,ESSFdc3/03,0.000274187,SBSmc2/01,2025,7
ESSFdc3,BECv10,ESSFdc3/04,0.000365583,SBSmc2/01,2025,7
ESSFdc3,BECv10,ESSFdc3/05,0.000365583,SBSmc2/01,2025,7
ESSFdc3,BECv10,ESSFdc3/06,0.000308461,SBSmc2/01,2025,7
ESSFmc,BECv10,ESSFmc/01,0.000312589,SBSmc2/01,2025,7
ESSFmc,BECv10,ESSFmc/04,0.000234442,SBSmc2/01,2025,7
ESSFmc,BECv10,ESSFmc/05,0.000117221,SBSmc2/01,2025,7
ESSFmh,BECv10,ESSFmh/101,0.003823088,SBSmc2/01,2025,7
ESSFmh,BECv10,ESSFmh/104,0.000318591,SBSmc2/01,2025,7
ESSFmh,BECv10,ESSFmh/105,0.00169915,SBSmc2/01,2025,7
ESSFmh,BECv10,ESSFmh/110,0.000318591,SBSmc2/01,2025,7
ESSFmw2,BECv10,ESSFmw2/01,0.000667755,SBSmc2/01,2025,7
ESSFmw2,BECv10,ESSFmw2/03,0.000111292,SBSmc2/01,2025,7
ESSFmw2,BECv10,ESSFmw2/04,0.000263804,SBSmc2/01,2025,7
ESSFmw2,BECv10,ESSFmw2/05,9.89E-05,SBSmc2/01,2025,7
ESSFmw2,BECv10,ESSFmw2/06,6.60E-05,SBSmc2/01,2025,7
ESSFmww,BECv10,ESSFmww/01,3.34E-05,SBSmc2/01,2025,7
ESSFmww,BECv10,ESSFmww/03,5.56E-06,SBSmc2/01,2025,7
ESSFmww,BECv10,ESSFmww/04,1.32E-05,SBSmc2/01,2025,7
ESSFmww,BECv10,ESSFmww/05,4.95E-06,SBSmc2/01,2025,7
ESSFmww,BECv10,ESSFmww/06,3.30E-06,SBSmc2/01,2025,7
ESSFwc2,BECv10,ESSFwc2/01,0.000137242,SBSmc2/01,2025,7
ESSFwc2,BECv10,ESSFwc2/03,2.74E-05,SBSmc2/01,2025,7
ESSFwc2,BECv10,ESSFwc2/04,3.43E-05,SBSmc2/01,2025,7
ESSFwc2,BECv10,ESSFwc2/05,3.43E-05,SBSmc2/01,2025,7
ESSFwc2,BECv10,ESSFwc2/06,3.43E-05,SBSmc2/01,2025,7
ESSFwc2,BECv10,ESSFwc2/07,3.43E-05,SBSmc2/01,2025,7
ESSFwc4,BECv10,ESSFwc4/101,4.18E-05,SBSmc2/01,2025,7
ESSFwc4,BECv10,ESSFwc4/103,1.39E-05,SBSmc2/01,2025,7
ESSFwc4,BECv10,ESSFwc4/110,4.65E-06,SBSmc2/01,2025,7
ESSFwh1,BECv10,ESSFwh1/101,0.000388199,SBSmc2/01,2025,7
ESSFwh1,BECv10,ESSFwh1/103,4.31E-05,SBSmc2/01,2025,7
ESSFwh1,BECv10,ESSFwh1/104,0.000172533,SBSmc2/01,2025,7
ESSFwh2,BECv10,ESSFwh2/101,7.25E-05,SBSmc2/01,2025,7
ESSFwh2,BECv10,ESSFwh2/104,4.35E-05,SBSmc2/01,2025,7
ESSFwh2,BECv10,ESSFwh2/110,4.83E-06,SBSmc2/01,2025,7
ESSFwk1,BECv10,ESSFwk1/01,0.001398179,SBSmc2/01,2025,7
ESSFwk1,BECv10,ESSFwk1/03,0.001198439,SBSmc2/01,2025,7
ESSFwm1,BECv10,ESSFwm1/01,0.000131752,SBSmc2/01,2025,7
ESSFwm1,BECv10,ESSFwm1/02,2.20E-05,SBSmc2/01,2025,7
ESSFwm1,BECv10,ESSFwm1/03,0.000148221,SBSmc2/01,2025,7
ESSFwm2,BECv10,ESSFwm2/101,5.50E-05,SBSmc2/01,2025,7
ESSFwm2,BECv10,ESSFwm2/103,1.83E-05,SBSmc2/01,2025,7
ESSFwm2,BECv10,ESSFwm2/104,4.13E-05,SBSmc2/01,2025,7
ESSFwm2,BECv10,ESSFwm2/110,6.12E-06,SBSmc2/01,2025,7
ESSFwv,BECv10,ESSFwv/01,0.002397567,SBSmc2/01,2025,7
ESSFwv,BECv10,ESSFwv/03,0.000599392,SBSmc2/01,2025,7
ESSFwv,BECv10,ESSFwv/04,0.000599392,SBSmc2/01,2025,7
ESSFwv,BECv10,ESSFwv/05,0.000449544,SBSmc2/01,2025,7
ESSFxc1,BECv10,ESSFxc1/01,8.42E-06,SBSmc2/01,2025,7
ESSFxc1,BECv10,ESSFxc1/04,7.49E-06,SBSmc2/01,2025,7
ESSFxc1,BECv10,ESSFxc1/05,2.45E-05,SBSmc2/01,2025,7
ESSFxc1,BECv10,ESSFxc1/06,2.00E-05,SBSmc2/01,2025,7
ICHdm,BECv10,ICHdm/101,9.06E-05,SBSmc2/01,2025,7
ICHdm,BECv10,ICHdm/103,2.26E-05,SBSmc2/01,2025,7
ICHdm,BECv10,ICHdm/110,7.55E-06,SBSmc2/01,2025,7
ICHdw3,BECv10,ICHdw3/101,0.006274704,SBSmc2/01,2025,7
ICHdw3,BECv10,ICHdw3/103,0.001045784,SBSmc2/01,2025,7
ICHdw3,BECv10,ICHdw3/110,0.000348595,SBSmc2/01,2025,7
ICHdw4,BECv10,ICHdw4/101,0.000301932,SBSmc2/01,2025,7
ICHdw4,BECv10,ICHdw4/104,0.000181159,SBSmc2/01,2025,7
ICHmc1,BECv10,ICHmc1/01,0.160302457,SBSmc2/01,2025,7
ICHmc1,BECv10,ICHmc1/03,0.012523629,SBSmc2/01,2025,7
ICHmc2,BECv10,ICHmc2/01,0.339536512,SBSmc2/01,2025,7
ICHmc2,BECv10,ICHmc2/03,0.02652629,SBSmc2/01,2025,7
ICHmk1,BECv10,ICHmk1/01,0.001188099,SBSmc2/01,2025,7
ICHmk1,BECv10,ICHmk1/03,0.000334153,SBSmc2/01,2025,7
ICHmk1,BECv10,ICHmk1/04,0.001782148,SBSmc2/01,2025,7
ICHmk1,BECv10,ICHmk1/05,0.000198016,SBSmc2/01,2025,7
ICHmk2,BECv10,ICHmk2/01,0.032840412,SBSmc2/01,2025,7
ICHmk2,BECv10,ICHmk2/03,0.001954786,SBSmc2/01,2025,7
ICHmk2,BECv10,ICHmk2/04,0.024326231,SBSmc2/01,2025,7
ICHmk2,BECv10,ICHmk2/05,0.010262629,SBSmc2/01,2025,7
ICHmk4,BECv10,ICHmk4/101,0.001200519,SBSmc2/01,2025,7
ICHmk4,BECv10,ICHmk4/103,0.000900389,SBSmc2/01,2025,7
ICHmk4,BECv10,ICHmk4/110,0.000133391,SBSmc2/01,2025,7
ICHmm,BECv10,ICHmm/01,0.013902308,SBSmc2/01,2025,7
ICHmm,BECv10,ICHmm/03,0.001737789,SBSmc2/01,2025,7
ICHmw1,BECv10,ICHmw1/01,0.000514874,SBSmc2/01,2025,7
ICHmw1,BECv10,ICHmw1/03,0.000114416,SBSmc2/01,2025,7
ICHmw1,BECv10,ICHmw1/04,7.63E-05,SBSmc2/01,2025,7
ICHmw1,BECv10,ICHmw1/05,0.000171625,SBSmc2/01,2025,7
ICHmw1,BECv10,ICHmw1/06,2.86E-05,SBSmc2/01,2025,7
ICHmw2,BECv10,ICHmw2/101,0.001023018,SBSmc2/01,2025,7
ICHmw2,BECv10,ICHmw2/104,0.000341006,SBSmc2/01,2025,7
ICHmw2,BECv10,ICHmw2/110,8.53E-05,SBSmc2/01,2025,7
ICHmw3,BECv10,ICHmw3/01,0.000334338,SBSmc2/01,2025,7
ICHmw3,BECv10,ICHmw3/03,0.000139308,SBSmc2/01,2025,7
ICHmw3,BECv10,ICHmw3/04,0.000330211,SBSmc2/01,2025,7
ICHmw3,BECv10,ICHmw3/05,0.00055723,SBSmc2/01,2025,7
ICHmw3,BECv10,ICHmw3/06,0.000208961,SBSmc2/01,2025,7
ICHmw5,BECv10,ICHmw5/101,0.012189441,SBSmc2/01,2025,7
ICHmw5,BECv10,ICHmw5/104,0.005417529,SBSmc2/01,2025,7
ICHmw5,BECv10,ICHmw5/110,0.001354382,SBSmc2/01,2025,7
ICHvc,BECv10,ICHvc/01,0.00013587,SBSmc2/01,2025,7
ICHvc,BECv10,ICHvc/02,3.02E-05,SBSmc2/01,2025,7
ICHvc,BECv10,ICHvc/03,1.51E-05,SBSmc2/01,2025,7
ICHwc,BECv10,ICHwc/01,5.37E-05,SBSmc2/01,2025,7
ICHwc,BECv10,ICHwc/03,6.04E-05,SBSmc2/01,2025,7
ICHwc,BECv10,ICHwc/04,6.71E-06,SBSmc2/01,2025,7
ICHwk1,BECv10,ICHwk1/01,0.001014493,SBSmc2/01,2025,7
ICHwk1,BECv10,ICHwk1/04,0.000253623,SBSmc2/01,2025,7
ICHwk2,BECv10,ICHwk2/01,3.02E-05,SBSmc2/01,2025,7
ICHwk2,BECv10,ICHwk2/04,3.02E-05,SBSmc2/01,2025,7
ICHwk3,BECv10,ICHwk3/01,4.57E-05,SBSmc2/01,2025,7
ICHwk3,BECv10,ICHwk3/04,1.46E-05,SBSmc2/01,2025,7
ICHwk4,BECv10,ICHwk4/01,0.000526531,SBSmc2/01,2025,7
ICHwk4,BECv10,ICHwk4/04,4.94E-05,SBSmc2/01,2025,7
ICHwk4,BECv10,ICHwk4/05,0.000631837,SBSmc2/01,2025,7
IDFdk1,BECv10,IDFdk1/01,0.000353196,SBSmc2/01,2025,7
IDFdk1,BECv10,IDFdk1/03,5.05E-05,SBSmc2/01,2025,7
IDFdk1,BECv10,IDFdk1/04,0.000235464,SBSmc2/01,2025,7
IDFdk1,BECv10,IDFdk1/05,8.83E-05,SBSmc2/01,2025,7
IDFdk1,BECv10,IDFdk1/Gg,0.000178382,SBSmc2/01,2025,7
IDFdk2,BECv10,IDFdk2/01,0.005881948,SBSmc2/01,2025,7
IDFdk2,BECv10,IDFdk2/03,0.003267749,SBSmc2/01,2025,7
IDFdk2,BECv10,IDFdk2/04,0.00117639,SBSmc2/01,2025,7
IDFdk5,BECv10,IDFdk5/101,0.009390097,SBSmc2/01,2025,7
IDFdk5,BECv10,IDFdk5/104,0.009390097,SBSmc2/01,2025,7
